COMPANY_NAME,AVG_EXPERIENCE,INDUSTRY,LOCATION_1,COMPANY_SCORE,EXPERIENCE_SCORE,INDUSTRY_SCORE,LOCATION_SCORE,SALARY
Xorix IT Solutions,1,"ITES, BPO",Mumbai,1,1,3,5,195000
Biz Industries,1,Engineering & Design,Hyderabad,1,1,1,5,200000
Biz Industries,1,"ITES, BPO",Delhi,1,1,3,5,200000
Get jobs like this in my inbox,3,"Automotive, Automobile, Ancillaries, Engineering & Design",Madurai,1,3,1,2,300000
Biz Industries,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Hyderabad,1,1,3,5,200000
Biz Industries,1,"Banking, Accounting, Financial Services",Delhi,1,1,3,5,200000
Biz Industries,1,"Fashion, Apparels",Mumbai,1,1,1,5,200000
Biz Industries,1,"ITES, BPO",Hyderabad,1,1,3,5,200000
Biz Industries,1,Construction & Engineering,Hyderabad,1,1,1,5,200000
Biz Industries,1,Engineering & Design,Kolkata,1,1,1,4,200000
Biz Industries,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Hyderabad,1,1,3,5,200000
Biz Industries,1,"Electrical, Switchgears",Delhi,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Kolkata,1,1,1,4,200000
Magna India Services,1,Construction & Engineering,Bengaluru,1,1,1,5,200000
Biz Industries,1,"Electrical, Switchgears",Hyderabad,1,1,1,5,200000
Biz Industries,1,"ITES, BPO",Delhi,1,1,3,5,200000
Biz Industries,1,Engineering & Design,Delhi,1,1,1,5,200000
Get jobs like this in my inbox,3,"Automotive, Automobile, Ancillaries, Engineering & Design",Madurai,1,3,1,2,300000
Subrata Mondal (Proprietor Of Cafe Industry),1,"IT, Computers - Software",Chennai,1,1,3,5,200000
Biz Industries,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Kolkata,1,1,3,4,200000
Biz Industries,1,"Banking, Accounting, Financial Services",Delhi,1,1,3,5,200000
Biz Industries,1,"ITES, BPO",Delhi,1,1,3,5,200000
Biz Industries,1,Engineering & Design,Delhi,1,1,1,5,200000
Get jobs like this in my inbox,3,"Automotive, Automobile, Ancillaries, Engineering & Design",Madurai,1,3,1,2,300000
Subrata Mondal (Proprietor Of Cafe Industry),1,"IT, Computers - Software",Chennai,1,1,3,5,200000
Biz Industries,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Kolkata,1,1,3,4,200000
Biz Industries,1,"Banking, Accounting, Financial Services",Delhi,1,1,3,5,200000
Biz Industries,1,"Banking, Accounting, Financial Services",Delhi,1,1,3,5,200000
Biz Industries,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Mumbai,1,1,3,5,200000
Biz Industries,1,"ITES, BPO",Kolkata,1,1,3,4,200000
Biz Industries,1,"Electrical, Switchgears",Hyderabad,1,1,1,5,200000
Magna India Services,1,"Electrical, Switchgears",Delhi,1,1,1,5,200000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,175000
Star Tech,1,"IT, Computers - Software",Gurgaon / Gurugram,1,1,3,1,560000
Biz Industries,1,Engineering & Design,Kolkata,1,1,1,4,200000
Biz Industries,1,Engineering & Design,Hyderabad,1,1,1,5,200000
Biz Industries,1,"Electrical, Switchgears",Bengaluru,1,1,1,5,200000
Sanda Office Management Services Private Limited,1,"IT, Computers - Software",Mumbai,1,1,3,5,150000
Biz Industries,1,Construction & Engineering,Mumbai,1,1,1,5,200000
Biz Industries,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Hyderabad,1,1,3,5,200000
Biz Industries,1,Engineering & Design,Bengaluru,1,1,1,5,200000
Get jobs like this in my inbox,1,"Advertising, PR, Events, Agriculture, Dairy, Forestry, Fishing, Airlines, Aviation, Aerospace, Automotive, Automobile, Ancillaries, Banking, Accounting, Financial Services, Wellness, Fitness, Sports, Beverages, Liquor, Bio Technology & Life Sciences, Cement, Concrete, Readymix, Plastic, Rubber, Construction & Engineering, Consulting, Advisory Services, FMCG, Courier, Freight, Transportation, Internet, E-commerce, Education, Entertainment, Media, Publishing, Fertilizer, Pesticides, Food & Packaged Food, Textiles, Yarn, Fabrics, Garments, Gems & Jewellery, Government, PSU, Defence, Consumer Electronics, Durables, Appliances, Hospitals, Healthcare, Diagnostics, Hotels, Hospitality, Restaurant, General Trading, Import, Export, Insurance, Iron, Steel, ISP, ITES, BPO, IT, Computers - Hardware & Networking, IT, Computers - Software, Leather, Machinery, Equipment Mfg., Market Research, Medical Transcription, Mining, NGO, Social Services, Non-Ferrous Metals (Aluminium, Zinc etc.), Office Equipment, Automation, Oil, Gas, Petroleum, Pharmaceutical, Paints, Paper, Power, Energy, Printing, Packaging, Public Relations (PR), Real Estate, Retailing, Shipping, Marine Services, Telecom, Travel, Tourism, Tyres, Wood, Electronics Manufacturing, Railways Speciality, Infrastructure, Recruitment, Staffing, RPO, Sugar, E-Learning, Engineering, Procurement, Construction, Facility management, Social Media, Semiconductor, KPO, Research, Analytics, Electrical, Switchgears, Chemicals, Petrochemicals, Ceramics & Sanitary Ware, Law Enforcement, Security Services, Environmental Service, Heat Ventilation Air Conditioning (HVAC), Glass, Animation, Architecture, Interior Design, Engineering & Design, Escalators, Elevators, Legal, Law Firm, Fashion, Apparels",Chennai,1,1,1,5,375000
Magna India Services,1,"Electrical, Switchgears",Mumbai,1,1,1,5,200000
Magna India Services,1,Construction & Engineering,Kolkata,1,1,1,4,200000
Biz Industries,1,Construction & Engineering,Hyderabad,1,1,1,5,200000
Biz Industries,1,"Fashion, Apparels",Hyderabad,1,1,1,5,200000
Magna India Services,1,"Banking, Accounting, Financial Services",Bengaluru,1,1,3,5,200000
Magna India Services,1,Engineering & Design,Mumbai,1,1,1,5,200000
Biz Industries,1,"ITES, BPO",Hyderabad,1,1,3,5,200000
Magna India Services,1,Engineering & Design,Hyderabad,1,1,1,5,200000
Magna India Services,1,"ITES, BPO",Kolkata,1,1,3,4,200000
Magna India Services,1,"ITES, BPO",Delhi,1,1,3,5,200000
Biz Industries,1,"ITES, BPO",Bengaluru,1,1,3,5,200000
Biz Industries,1,Engineering & Design,Bengaluru,1,1,1,5,200000
Achievers Spot,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,365000
Biz Industries,1,Construction & Engineering,Delhi,1,1,1,5,200000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,175000
Magna India Services,1,"Electrical, Switchgears",Mumbai,1,1,1,5,200000
Magna India Services,1,Construction & Engineering,Kolkata,1,1,1,4,200000
Star Tech,1,"Banking, Accounting, Financial Services",Gurgaon / Gurugram,1,1,3,1,489999.5
Biz Industries,1,Engineering & Design,Kolkata,1,1,1,4,200000
Biz Industries,1,"Electrical, Switchgears",Delhi,1,1,1,5,200000
Biz Industries,1,Construction & Engineering,Delhi,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Mumbai,1,1,1,5,200000
Magna India Services,1,"ITES, BPO",Gurgaon / Gurugram,1,1,3,1,200000
Biz Industries,1,"ITES, BPO",Ahmedabad,1,1,3,1,200000
Magna India Services,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Mumbai,1,1,3,5,200000
Magna India Services,1,"ITES, BPO",Mumbai,1,1,3,5,200000
Magna India Services,1,"Banking, Accounting, Financial Services",Bengaluru,1,1,3,5,200000
Star Tech,1,"Banking, Accounting, Financial Services",Gurgaon / Gurugram,1,1,3,1,489999.5
Magna India Services,1,"Electrical, Switchgears",Mumbai,1,1,1,5,200000
Magna India Services,1,Construction & Engineering,Kolkata,1,1,1,4,200000
Magna India Services,1,Engineering & Design,Mumbai,1,1,1,5,200000
Magna India Services,1,"ITES, BPO",Gurgaon / Gurugram,1,1,3,1,200000
Aspire Group of Services,1,Real Estate,Lucknow,1,1,1,4,200000
Magna India Services,1,"ITES, BPO",Delhi,1,1,3,5,200000
Magna India Services,1,"Electrical, Switchgears",Kolkata,1,1,1,4,200000
Magna India Services,1,"Fashion, Apparels",Kolkata,1,1,1,4,200000
Magna India Services,1,"Fashion, Apparels",Hyderabad,1,1,1,5,200000
Star Tech,1,Education,Delhi,1,1,1,5,370000
Magna India Services,1,"ITES, BPO",Kolkata,1,1,3,4,200000
Magna India Services,1,"Fashion, Apparels",Delhi,1,1,1,5,200000
Magna India Services,1,"Banking, Accounting, Financial Services",Bengaluru,1,1,3,5,200000
STT Solution,1,Electronics Manufacturing,Gurgaon / Gurugram,1,1,1,1,580000
Magna India Services,1,Engineering & Design,Kolkata,1,1,1,4,200000
Magna India Services,1,Construction & Engineering,Gurgaon / Gurugram,1,1,1,1,200000
Magna India Services,1,"Electrical, Switchgears",Delhi,1,1,1,5,200000
Magna India Services,1,"Electrical, Switchgears",Delhi,1,1,1,5,200000
Star Tech,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Gurgaon / Gurugram,1,1,3,1,650000
Star Tech,1,Construction & Engineering,Gurgaon / Gurugram,1,1,1,1,530000
Xorix IT Solutions,1,"Internet, E-commerce, ITES, BPO, Telecom",Mumbai,1,1,3,5,215000
Wright Placements,0,"Airlines, Aviation, Aerospace, Banking, Accounting, Financial Services, Hospitals, Healthcare, Diagnostics, ITES, BPO, IT, Computers - Hardware & Networking, IT, Computers - Software, Market Research, Travel, Tourism, Electronics Manufacturing, Engineering, Procurement, Construction",Mumbai,1,0,1,5,300000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Coimbatore,1,2,1,4,330000
Wonder Job Services,3,"Banking, Accounting, Financial Services",Delhi,1,3,3,5,409999.5
Magna India Services,1,Engineering & Design,Delhi,1,1,1,5,200000
Career Mantra Management Services,1,"Plastic, Rubber, Engineering & Design",Pune,1,1,1,4,200000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,330000
Wonder Job Services,1,"ITES, BPO",Delhi,1,1,3,5,335000
Aryan Consultant,1,"IT, Computers - Software",Pune,1,1,3,4,300000
Magna India Services,1,"IT, Computers - Software",Delhi,1,1,3,5,200000
Magna India Services,1,"Electrical, Switchgears",Kolkata,1,1,1,4,200000
Magna India Services,1,Construction & Engineering,Gurgaon / Gurugram,1,1,1,1,200000
Magna India Services,1,"IT, Computers - Software",Delhi,1,1,3,5,200000
Magna India Services,1,"Banking, Accounting, Financial Services",Delhi,1,1,3,5,200000
Magna India Services,1,"IT, Computers - Hardware & Networking",Hyderabad,1,1,3,5,200000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,330000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,330000
Magna India Services,1,Construction & Engineering,Delhi,1,1,1,5,200000
Magna India Services,1,"Fashion, Apparels",Bengaluru,1,1,1,5,200000
Tarare Consulting services Private Limited,2,Insurance,Hyderabad,1,2,1,5,215000
Magna India Services,1,Construction & Engineering,Mumbai,1,1,1,5,200000
Magna India Services,1,"Fashion, Apparels",Kolkata,1,1,1,4,200000
Magna India Services,1,Electronics Manufacturing,Mumbai,1,1,1,5,200000
Magna India Services,1,"Electrical, Switchgears",Delhi,1,1,1,5,200000
Magna India Services,1,Construction & Engineering,Delhi,1,1,1,5,200000
Aryan Consultant,1,"IT, Computers - Software",Pune,1,1,3,4,300000
Magna India Services,1,"IT, Computers - Software",Delhi,1,1,3,5,200000
Magna India Services,1,"Electrical, Switchgears",Kolkata,1,1,1,4,200000
Magna India Services,1,"Recruitment, Staffing, RPO",Bengaluru,1,1,1,5,200000
Magna India Services,1,"Electrical, Switchgears",Hyderabad,1,1,1,5,200000
Magna India Services,1,Construction & Engineering,Kolkata,1,1,1,4,200000
Magna India Services,1,"IT, Computers - Software",Kolkata,1,1,3,4,200000
Magna India Services,1,"ITES, BPO",Delhi,1,1,3,5,200000
Magna India Services,1,"IT, Computers - Software",Bengaluru,1,1,3,5,200000
Magna India Services,1,"IT, Computers - Hardware & Networking",Delhi,1,1,3,5,200000
Biz Industries,1,"IT, Computers - Hardware & Networking",Mumbai,1,1,3,5,200000
Magna India Services,1,"Fashion, Apparels",Kolkata,1,1,1,4,200000
Magna India Services,1,Construction & Engineering,Hyderabad,1,1,1,5,200000
Magna India Services,1,"Recruitment, Staffing, RPO",Bengaluru,1,1,1,5,200000
Magna India Services,1,"Electrical, Switchgears",Hyderabad,1,1,1,5,200000
Magna India Services,1,Construction & Engineering,Kolkata,1,1,1,4,200000
Magna India Services,1,"IT, Computers - Software",Hyderabad,1,1,3,5,200000
Magna India Services,1,"IT, Computers - Software",Kolkata,1,1,3,4,200000
Magna India Services,1,"ITES, BPO",Delhi,1,1,3,5,200000
Magna India Services,1,"Recruitment, Staffing, RPO",Bengaluru,1,1,1,5,200000
Magna India Services,1,"IT, Computers - Software",Hyderabad,1,1,3,5,200000
Xorix IT Solutions,1,"Internet, E-commerce, ITES, BPO, Telecom",Mumbai,1,1,3,5,215000
Magna India Services,1,"IT, Computers - Software",Delhi,1,1,3,5,200000
Magna India Services,1,"IT, Computers - Hardware & Networking",Mumbai,1,1,3,5,200000
Biz Industries,1,"IT, Computers - Hardware & Networking",Delhi,1,1,3,5,200000
Magna India Services,1,"Electronics Manufacturing, Electrical, Switchgears",Bengaluru,1,1,1,5,200000
Magna India Services,1,"Banking, Accounting, Financial Services",Kolkata,1,1,3,4,200000
Magna India Services,1,Construction & Engineering,Hyderabad,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Mumbai,1,1,1,5,200000
Indolite Devices Private Limited,1,"Machinery, Equipment Mfg.",Delhi,1,1,1,5,130000
Magna India Services,1,"IT, Computers - Hardware & Networking",Kolkata,1,1,3,4,200000
Magna India Services,1,"Electrical, Switchgears",Hyderabad,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Bengaluru,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Bengaluru,1,1,1,5,200000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Biz Industries,1,Engineering & Design,Kolkata,1,1,1,4,200000
Biz Industries,1,"IT, Computers - Hardware & Networking",Delhi,1,1,3,5,200000
Indolite Devices Private Limited,1,"Machinery, Equipment Mfg.",Delhi,1,1,1,5,130000
Magna India Services,1,"ITES, BPO",Delhi,1,1,3,5,200000
Magna India Services,1,"IT, Computers - Software",Kolkata,1,1,3,4,200000
Magna India Services,1,Engineering & Design,Bengaluru,1,1,1,5,200000
Biz Industries,1,Engineering & Design,Kolkata,1,1,1,4,200000
Biz Industries,1,"IT, Computers - Hardware & Networking",Delhi,1,1,3,5,200000
Magna India Services,1,"Recruitment, Staffing, RPO",Mumbai,1,1,1,5,200000
Magna India Services,1,Construction & Engineering,Mumbai,1,1,1,5,200000
Magna India Services,1,"IT, Computers - Hardware & Networking",Delhi,1,1,3,5,200000
Biz Industries,1,"IT, Computers - Hardware & Networking",Hyderabad,1,1,3,5,200000
Star Tech,1,"Machinery, Equipment Mfg.",Gurgaon / Gurugram,1,1,1,1,535000
Magna India Services,1,"ITES, BPO",Dispur,1,1,3,1,200000
Star Tech,1,"Fashion, Apparels",Delhi,1,1,1,5,605000
Star Tech,1,"Machinery, Equipment Mfg., Oil, Gas, Petroleum",Gurgaon / Gurugram,1,1,1,1,560000
Magna India Services,1,"IT, Computers - Hardware & Networking",Kolkata,1,1,3,4,200000
Magna India Services,1,"IT, Computers - Hardware & Networking",Mumbai,1,1,3,5,200000
Magna India Services,1,Engineering & Design,Kolkata,1,1,1,4,200000
Star Tech,1,"Construction & Engineering, Engineering & Design",Gurgaon / Gurugram,1,1,1,1,490000
Magna India Services,1,"Banking, Accounting, Financial Services",Hyderabad,1,1,3,5,200000
Magna India Services,1,Engineering & Design,Bengaluru,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Delhi,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Delhi,1,1,1,5,200000
Biz Industries,1,"IT, Computers - Hardware & Networking",Delhi,1,1,3,5,200000
Magna India Services,1,"ITES, BPO",Delhi,1,1,3,5,200000
Magna India Services,1,"IT, Computers - Software",Hyderabad,1,1,3,5,200000
Magna India Services,1,"ITES, BPO",Mumbai,1,1,3,5,200000
Magna India Services,1,Construction & Engineering,Mumbai,1,1,1,5,200000
Biz Industries,1,"IT, Computers - Hardware & Networking",Hyderabad,1,1,3,5,200000
Xorix IT Solutions,1,"Internet, E-commerce, ITES, BPO, Telecom",Pune,1,1,3,4,215000
Biz Industries,1,"IT, Computers - Hardware & Networking",Hyderabad,1,1,3,5,200000
Magna India Services,1,"Recruitment, Staffing, RPO",Mumbai,1,1,1,5,200000
Magna India Services,1,"IT, Computers - Software",Hyderabad,1,1,3,5,200000
Biz Industries,1,"IT, Computers - Hardware & Networking",Delhi,1,1,3,5,200000
Magna India Services,1,"IT, Computers - Software",Bengaluru,1,1,3,5,200000
Magna India Services,1,Construction & Engineering,Mumbai,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Hyderabad,1,1,1,5,200000
Star Tech,1,"Fashion, Apparels",Delhi,1,1,1,5,605000
Star Tech,1,"Machinery, Equipment Mfg., Oil, Gas, Petroleum",Gurgaon / Gurugram,1,1,1,1,560000
Magna India Services,1,"IT, Computers - Hardware & Networking",Kolkata,1,1,3,4,200000
Magna India Services,1,"Recruitment, Staffing, RPO",Delhi,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Kolkata,1,1,1,4,200000
Star Tech,0,"Fashion, Apparels",Gurgaon / Gurugram,1,0,1,1,400000
Magna India Services,1,"Electrical, Switchgears",Bengaluru,1,1,1,5,200000
Magna India Services,1,Pharmaceutical,Mumbai,1,1,1,5,200000
Biz Industries,1,"Consumer Electronics, Durables, Appliances, Electronics Manufacturing",Mumbai,1,1,1,5,200000
Biz Industries,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Kolkata,1,1,3,4,200000
Magna India Services,1,"Automotive, Automobile, Ancillaries",Hyderabad,1,1,1,5,200000
Magna India Services,1,"Electrical, Switchgears",Bengaluru,1,1,1,5,200000
Magna India Services,1,"ITES, BPO",Delhi,1,1,3,5,200000
Magna India Services,1,"ITES, BPO",Kolkata,1,1,3,4,200000
Magna India Services,1,Electronics Manufacturing,Hyderabad,1,1,1,5,200000
Magna India Services,1,"Recruitment, Staffing, RPO",Delhi,1,1,1,5,200000
Star Tech,1,Heat Ventilation Air Conditioning (HVAC),Gurgaon / Gurugram,1,1,1,1,539999.5
Star Tech,1,"Cement, Concrete, Readymix, Construction & Engineering",Gurgaon / Gurugram,1,1,1,1,515000
Magna India Services,1,"Electrical, Switchgears",Gurgaon / Gurugram,1,1,1,1,200000
Magna India Services,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Hyderabad,1,1,3,5,200000
Magna India Services,1,Electronics Manufacturing,Bengaluru,1,1,1,5,200000
Magna India Services,1,"IT, Computers - Hardware & Networking",Kolkata,1,1,3,4,200000
Magna India Services,1,"Automotive, Automobile, Ancillaries",Bengaluru,1,1,1,5,200000
Magna India Services,1,"ITES, BPO",Delhi,1,1,3,5,200000
Magna India Services,1,"ITES, BPO",Mumbai,1,1,3,5,200000
Magna India Services,1,"IT, Computers - Hardware & Networking",Kolkata,1,1,3,4,200000
Magna India Services,1,"IT, Computers - Software",Hyderabad,1,1,3,5,200000
Magna India Services,1,"ITES, BPO",Mumbai,1,1,3,5,200000
Magna India Services,1,"IT, Computers - Hardware & Networking",Mumbai,1,1,3,5,200000
Magna India Services,1,"ITES, BPO",Hyderabad,1,1,3,5,200000
Magna India Services,1,"Recruitment, Staffing, RPO",Hyderabad,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Hyderabad,1,1,1,5,200000
Magna India Services,1,Bio Technology & Life Sciences,Bengaluru,1,1,1,5,200000
Magna India Services,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Delhi,1,1,3,5,200000
Magna India Services,1,Engineering & Design,Kolkata,1,1,1,4,200000
Magna India Services,1,"IT, Computers - Hardware & Networking",Hyderabad,1,1,3,5,200000
Star Tech,1,"Fashion, Apparels",Delhi,1,1,1,5,720000
Star Tech,0,"Fashion, Apparels",Delhi,1,0,1,5,365000
Magna India Services,1,Electronics Manufacturing,Delhi,1,1,1,5,200000
Magna India Services,1,Electronics Manufacturing,Bengaluru,1,1,1,5,200000
Magna India Services,1,Electronics Manufacturing,Kolkata,1,1,1,4,200000
Magna India Services,1,"ITES, BPO",Mumbai,1,1,3,5,200000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Fast Tech Bpo Services,1,"ITES, BPO",Delhi,1,1,3,5,195000
Achievers Spot,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,375000
Magna India Services,1,"IT, Computers - Hardware & Networking",Kolkata,1,1,3,4,200000
Magna India Services,1,"ITES, BPO",Delhi,1,1,3,5,200000
Magna India Services,1,Electronics Manufacturing,Bengaluru,1,1,1,5,200000
Magna India Services,1,"IT, Computers - Software",Hyderabad,1,1,3,5,200000
Magna India Services,1,Engineering & Design,Gurgaon / Gurugram,1,1,1,1,200000
Magna India Services,1,"IT, Computers - Software",Bengaluru,1,1,3,5,200000
Magna India Services,1,Construction & Engineering,Mumbai,1,1,1,5,200000
Wonder Job Services,1,"ITES, BPO",Delhi,1,1,3,5,320000
Shri TirupatiI Balaji Education Foundation,3,"IT, Computers - Software",Hyderabad,1,3,3,5,475000
Magna India Services,1,"Electrical, Switchgears",Hyderabad,1,1,1,5,200000
Magna India Services,1,Electronics Manufacturing,Mumbai,1,1,1,5,200000
Magna India Services,1,"Electrical, Switchgears",Kolkata,1,1,1,4,200000
Magna India Services,1,Engineering & Design,Delhi,1,1,1,5,200000
Magna India Services,1,Construction & Engineering,Mumbai,1,1,1,5,200000
Magna India Services,1,"Electrical, Switchgears",Kolkata,1,1,1,4,200000
Magna India Services,1,"IT, Computers - Hardware & Networking",Kolkata,1,1,3,4,200000
Magna India Services,1,Bio Technology & Life Sciences,Mumbai,1,1,1,5,200000
Magna India Services,1,"ITES, BPO",Bengaluru,1,1,3,5,200000
Magna India Services,1,Electronics Manufacturing,Delhi,1,1,1,5,200000
Magna India Services,1,Construction & Engineering,Hyderabad,1,1,1,5,200000
Magna India Services,1,"ITES, BPO",Kolkata,1,1,3,4,200000
Magna India Services,1,"ITES, BPO",Kolkata,1,1,3,4,200000
Magna India Services,1,"IT, Computers - Software",Mumbai,1,1,3,5,200000
Magna India Services,1,"Electrical, Switchgears",Bengaluru,1,1,1,5,200000
Magna India Services,1,"Electrical, Switchgears",Kolkata,1,1,1,4,200000
Magna India Services,1,Engineering & Design,Bengaluru,1,1,1,5,200000
Magna India Services,1,Bio Technology & Life Sciences,Hyderabad,1,1,1,5,200000
Magna India Services,1,Construction & Engineering,Hyderabad,1,1,1,5,200000
Magna India Services,1,"Electrical, Switchgears",Delhi,1,1,1,5,200000
Magna India Services,1,"IT, Computers - Software",Hyderabad,1,1,3,5,200000
Magna India Services,1,"Electrical, Switchgears",Hyderabad,1,1,1,5,200000
Wonder Job Services,1,"ITES, BPO",Delhi,1,1,3,5,320000
Magna India Services,1,"Recruitment, Staffing, RPO",Mumbai,1,1,1,5,200000
Magna India Services,1,Electronics Manufacturing,Hyderabad,1,1,1,5,200000
Magna India Services,1,"ITES, BPO",Agartala,1,1,3,1,200000
Ruby Ahmed,1,"ITES, BPO",Bengaluru,1,1,3,5,280000
Wonder Job Services,1,"ITES, BPO",Delhi,1,1,3,5,320000
Ritu Placements,3,"ITES, BPO",Jaipur,1,3,3,2,285000
Magna India Services,1,Construction & Engineering,Delhi,1,1,1,5,200000
Magna India Services,1,"IT, Computers - Software",Hyderabad,1,1,3,5,200000
Magna India Services,1,Construction & Engineering,Delhi,1,1,1,5,200000
Magna India Services,1,"Banking, Accounting, Financial Services",Bengaluru,1,1,3,5,200000
Magna India Services,1,"IT, Computers - Software",Gurgaon / Gurugram,1,1,3,1,200000
Magna India Services,1,"Electrical, Switchgears",Hyderabad,1,1,1,5,200000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,330000
Achievers Spot,1,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,1,1,5,375000
Magna India Services,1,"ITES, BPO",Kolkata,1,1,3,4,200000
Magna India Services,1,"Automotive, Automobile, Ancillaries",Delhi,1,1,1,5,200000
Magna India Services,1,Electronics Manufacturing,Gandhinagar,1,1,1,1,200000
Ruby Ahmed,2,"ITES, BPO",Bengaluru,1,2,3,5,285000
Magna India Services,1,"IT, Computers - Software",Delhi,1,1,3,5,200000
Magna India Services,1,Engineering & Design,Delhi,1,1,1,5,200000
Magna India Services,1,"Electrical, Switchgears",Delhi,1,1,1,5,200000
Get jobs like this in my inbox,2,"Internet, E-commerce",Bengaluru,1,2,1,5,359999.5
Career Mantra Management Services,1,"Courier, Freight, Transportation, Shipping, Marine Services",Pune,1,1,1,4,414999.5
Star Tech,1,Construction & Engineering,Gurgaon / Gurugram,1,1,1,1,530000
Get jobs like this in my inbox,3,"Automotive, Automobile, Ancillaries, Engineering & Design",Erode,1,3,1,1,300000
Hi Tides Consulting,1,"Consulting, Advisory Services",Bengaluru,1,1,1,5,125000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,330000
Star Tech,1,"Machinery, Equipment Mfg., Oil, Gas, Petroleum",Gurgaon / Gurugram,1,1,1,1,709999.5
Magna India Services,1,Construction & Engineering,Delhi,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Kolkata,1,1,1,4,200000
Magna India Services,1,Engineering & Design,Delhi,1,1,1,5,200000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,330000
Hire Zone Solution,1,"Banking, Accounting, Financial Services",Noida,1,1,3,1,475000
Star Tech,1,Construction & Engineering,Gurgaon / Gurugram,1,1,1,1,630000
Career Mantra Management Services,2,"Food & Packaged Food, Pharmaceutical",Hyderabad,1,2,2,5,230000
Shri TirupatiI Balaji Education Foundation,3,"IT, Computers - Software",Chennai,1,3,3,5,475000
Magna India Services,1,Construction & Engineering,Delhi,1,1,1,5,200000
Get jobs like this in my inbox,3,"Automotive, Automobile, Ancillaries, Engineering & Design",Chennai,1,3,1,5,300000
Hire Zone Solution,1,"Fashion, Apparels",Delhi,1,1,1,5,490000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,330000
Hire Zone Solution,1,"Banking, Accounting, Financial Services",Noida,1,1,3,1,475000
Magna India Services,1,Construction & Engineering,Hyderabad,1,1,1,5,200000
Get jobs like this in my inbox,2,"Construction & Engineering, Engineering & Design",Bengaluru,1,2,1,5,285000
Magna India Services,1,Engineering & Design,Delhi,1,1,1,5,200000
Magna India Services,1,Construction & Engineering,Mumbai,1,1,1,5,200000
Magna India Services,1,Construction & Engineering,Hyderabad,1,1,1,5,200000
Donavalli Infra,1,"IT, Computers - Hardware & Networking",Hyderabad,1,1,3,5,210000
Royal Placement,1,"IT, Computers - Software, Electrical, Switchgears, Engineering & Design",Mumbai,1,1,3,5,400000
Get jobs like this in my inbox,3,"Automotive, Automobile, Ancillaries, Engineering & Design",Chennai,1,3,1,5,300000
Magna India Services,1,"ITES, BPO",Delhi,1,1,3,5,200000
Magna India Services,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Kolkata,1,1,3,4,200000
Magna India Services,1,Engineering & Design,Hyderabad,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Delhi,1,1,1,5,200000
Royal Placement,1,"IT, Computers - Software, Electrical, Switchgears, Engineering & Design",Mumbai,1,1,3,5,400000
