COMPANY_NAME,AVG_EXPERIENCE,INDUSTRY,LOCATION_1,COMPANY_SCORE,EXPERIENCE_SCORE,INDUSTRY_SCORE,LOCATION_SCORE,SALARY
Eros Inc,0,"Banking, Accounting, Financial Services",Mumbai,1,0,3,5,300000
Achievers Spot,2,Bio Technology & Life Sciences,Chennai,1,2,1,5,365000
Achievers Spot,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Bengaluru,1,2,1,5,375000
Star Tech,1,"Machinery, Equipment Mfg.",Gurgaon / Gurugram,1,1,1,1,375000
Riju Karan (Proprietor Of Toyota Climax India),1,"Airlines, Aviation, Aerospace",Ahmedabad,1,1,1,1,225000
Esther Jeevitha (Proprietor of Morgan Techno India),1,"ITES, BPO",Abohar,1,1,3,1,240000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,50000
Arise Solution,1,"Recruitment, Staffing, RPO",Ahmedabad,1,1,1,1,250000
Shri TirupatiI Balaji Education Foundation,3,"IT, Computers - Software",Ahmedabad,1,3,3,1,475000
TalentPro India HR Private Limited,2,"Consumer Electronics, Durables, Appliances, Electronics Manufacturing",Kanchipuram,1,2,1,1,195000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Airlines, Aviation, Aerospace, Travel, Tourism",Gandhidham,1,0,1,1,594999.5
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Airlines, Aviation, Aerospace, Travel, Tourism",Gandhidham,1,0,1,1,594999.5
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Esther Jeevitha (Proprietor of Morgan Techno India),1,"ITES, BPO",Bharuch,1,1,3,1,235000
Star Tech,1,"Textiles, Yarn, Fabrics, Garments, Fashion, Apparels",Gurgaon / Gurugram,1,1,1,1,510000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,175000
Hiring Choice Solution,1,"ITES, BPO",Delhi,1,1,3,5,270000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,330000
Shri TirupatiI Balaji Education Foundation,3,"IT, Computers - Software",Bengaluru,1,3,3,5,475000
Arise Solution,1,"ITES, BPO",Ahmedabad,1,1,3,1,200000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Magna India Services,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Mumbai,1,1,3,5,200000
Aspire Holidays,2,"Advertising, PR, Events, Travel, Tourism",Bengaluru,1,2,1,5,315000
Singh RanjayKumar(Proprietor Of Zee India Co),1,"IT, Computers - Software",Indore,1,1,3,1,200000
India Travel Group,3,"Travel, Tourism, Social Media",Bengaluru,1,3,1,5,575000
Aspire Holidays,2,"Advertising, PR, Events, Travel, Tourism",Bengaluru,1,2,1,5,315000
Arise Solution,1,"ITES, BPO",Ahmedabad,1,1,3,1,200000
White Collar Job,1,"ITES, BPO",Ahmedabad,1,1,3,1,185000
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Banking, Accounting, Financial Services",Rohtak,1,0,3,1,550000
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Banking, Accounting, Financial Services",Kaithal,1,0,3,1,550000
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Banking, Accounting, Financial Services",Jodhpur,1,0,3,1,320000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,175000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,330000
Magna India Services,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Mumbai,1,1,3,5,200000
Star Tech,1,Education,Delhi,1,1,1,5,360000
Magna India Services,1,"IT, Computers - Hardware & Networking",Delhi,1,1,3,5,200000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,175000
Magna India Services,1,Engineering & Design,Mumbai,1,1,1,5,200000
Hiring Choice Solution,1,"ITES, BPO",Delhi,1,1,3,5,270000
Vishwanatha Nayak (Proprietor Of Career Solution),0,"Banking, Accounting, Financial Services",Vadodara,1,0,3,3,530000
Vishwanatha Nayak (Proprietor Of Career Solution),0,"Banking, Accounting, Financial Services",Indore,1,0,3,1,385000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Star Tech,1,Education,Delhi,1,1,1,5,360000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Magna India Services,1,"Electrical, Switchgears",Bengaluru,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Mumbai,1,1,1,5,200000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Tarare Consulting services Private Limited,2,"ITES, BPO",Hyderabad,1,2,3,5,215000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,330000
Magna India Services,1,Engineering & Design,Bengaluru,1,1,1,5,200000
Magna India Services,1,"ITES, BPO",Delhi,1,1,3,5,200000
STT Solution,1,"Banking, Accounting, Financial Services",Gurgaon / Gurugram,1,1,3,1,665000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Magna India Services,1,Electronics Manufacturing,Bengaluru,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Bengaluru,1,1,1,5,200000
STT Solution,1,Retailing,Delhi,1,1,1,5,400000
Magna India Services,1,"Chemicals, Petrochemicals",Mumbai,1,1,1,5,200000
Magna India Services,1,Engineering & Design,Allahabad,1,1,1,3,200000
Axness Technologies Private Limited,0,"IT, Computers - Software",Hyderabad,1,0,3,5,165000
Magna India Services,1,"Electrical, Switchgears",Lucknow,1,1,1,4,200000
Gautam Consultancy,3,"ITES, BPO",Vadodara,1,3,3,3,175000
Career Mantra Management Services,2,"Food & Packaged Food, Pharmaceutical",Hyderabad,1,2,2,5,230000
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Banking, Accounting, Financial Services",Dhanbad,1,0,3,1,475000
Star Tech,0,"IT, Computers - Software",Gurgaon / Gurugram,1,0,3,1,400000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Coimbatore,1,2,1,4,330000
Career Mantra Management Services,1,"Courier, Freight, Transportation, Shipping, Marine Services",Pune,1,1,1,4,414999.5
Magna India Services,1,"ITES, BPO",Hyderabad,1,1,3,5,200000
Magna India Services,1,"Electrical, Switchgears",Lucknow,1,1,1,4,200000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,330000
Magna India Services,1,"IT, Computers - Hardware & Networking",Bengaluru,1,1,3,5,200000
Star Tech,0,"IT, Computers - Software",Gurgaon / Gurugram,1,0,3,1,400000
Magna India Services,1,Engineering & Design,Bengaluru,1,1,1,5,200000
Magna India Services,1,"ITES, BPO",Delhi,1,1,3,5,200000
Get jobs like this in my inbox,3,"Banking, Accounting, Financial Services, ITES, BPO",Chennai,1,3,3,5,90000
Job Shop,3,"ITES, BPO",Bengaluru,1,3,3,5,329999.5
Job Shop,3,"ITES, BPO",Bengaluru,1,3,3,5,305000
Xorix IT Solutions,1,"Internet, E-commerce, ITES, BPO, Telecom",Mumbai,1,1,3,5,215000
Star Tech,1,"IT, Computers - Hardware & Networking, IT, Computers - Software",Delhi,1,1,3,5,370000
STT Solution,1,Retailing,Delhi,1,1,1,5,400000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,330000
Xorix IT Solutions,1,"Internet, E-commerce, ITES, BPO, Telecom",Mumbai,1,1,3,5,215000
Zarbex Solutions,3,"ITES, BPO",Gurgaon / Gurugram,1,3,3,1,315000
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Banking, Accounting, Financial Services",Gangtok,1,0,3,1,545000
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Banking, Accounting, Financial Services",Banswara,1,0,3,1,475000
Xorix IT Solutions,1,"Internet, E-commerce, ITES, BPO, Telecom",Mumbai,1,1,3,5,215000
India Travel Group,3,"Travel, Tourism, Social Media",Bengaluru,1,3,1,5,575000
Sourabh Bakshi,3,"ITES, BPO",Mohali,1,3,3,1,250000
Pankaj Placements,2,"ITES, BPO",Kolkata,1,2,3,4,125000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,175000
Gautam Consultancy,3,"ITES, BPO",Vadodara,1,3,3,3,175000
Hire Zone Solution,1,"Fashion, Apparels",Delhi,1,1,1,5,375000
Career Mantra Management Services,2,"Food & Packaged Food, Pharmaceutical",Hyderabad,1,2,2,5,230000
Gautam Consultancy,3,"ITES, BPO",Vadodara,1,3,3,3,175000
Flight To Sucess Immigration Services Llp,1,"Consulting, Advisory Services",Delhi,1,1,1,5,180000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Gandhidham,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Dhule / Dhulia,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Durgapur,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Dhanbad,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Bhopal,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Azamgarh,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Ankleshwar,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Anand,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Allahabad,1,3,3,3,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Ajmer,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Delhi,1,3,3,5,585000
Get jobs like this in my inbox,3,"Agriculture, Dairy, Forestry, Fishing, Airlines, Aviation, Aerospace, Automotive, Automobile, Ancillaries, Wellness, Fitness, Sports, Beverages, Liquor, Cement, Concrete, Readymix, Construction & Engineering, FMCG, Courier, Freight, Transportation, Internet, E-commerce, Education, Food & Packaged Food, Textiles, Yarn, Fabrics, Garments, Gems & Jewellery, Consumer Electronics, Durables, Appliances, Hospitals, Healthcare, Diagnostics, Hotels, Hospitality, Restaurant, Iron, Steel, Leather, Paints, Paper, Power, Energy, Printing, Packaging, Real Estate, Shipping, Marine Services, Telecom, Travel, Tourism, Wood, Ceramics & Sanitary Ware, Environmental Service",Hyderabad,1,3,1,5,460000
Star Tech,1,"Machinery, Equipment Mfg.",Gurgaon / Gurugram,1,1,1,1,540000
Star Tech,1,"IT, Computers - Software",Gurgaon / Gurugram,1,1,3,1,525000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Chennai,1,2,1,5,330000
Star Tech,1,"Machinery, Equipment Mfg.",Gurgaon / Gurugram,1,1,1,1,540000
Star Tech,1,"IT, Computers - Software",Gurgaon / Gurugram,1,1,3,1,525000
Get jobs like this in my inbox,3,"Agriculture, Dairy, Forestry, Fishing, Airlines, Aviation, Aerospace, Automotive, Automobile, Ancillaries, Wellness, Fitness, Sports, Beverages, Liquor, Cement, Concrete, Readymix, Construction & Engineering, FMCG, Courier, Freight, Transportation, Internet, E-commerce, Education, Food & Packaged Food, Textiles, Yarn, Fabrics, Garments, Gems & Jewellery, Consumer Electronics, Durables, Appliances, Hospitals, Healthcare, Diagnostics, Hotels, Hospitality, Restaurant, Iron, Steel, Leather, Paints, Paper, Power, Energy, Printing, Packaging, Real Estate, Shipping, Marine Services, Telecom, Travel, Tourism, Wood, Ceramics & Sanitary Ware, Environmental Service",Bengaluru,1,3,1,5,460000
Get jobs like this in my inbox,3,"Agriculture, Dairy, Forestry, Fishing, Airlines, Aviation, Aerospace, Automotive, Automobile, Ancillaries, Wellness, Fitness, Sports, Beverages, Liquor, Cement, Concrete, Readymix, Construction & Engineering, FMCG, Courier, Freight, Transportation, Internet, E-commerce, Education, Food & Packaged Food, Textiles, Yarn, Fabrics, Garments, Gems & Jewellery, Consumer Electronics, Durables, Appliances, Hospitals, Healthcare, Diagnostics, Hotels, Hospitality, Restaurant, Iron, Steel, Leather, Paints, Paper, Power, Energy, Printing, Packaging, Real Estate, Shipping, Marine Services, Telecom, Travel, Tourism, Wood, Ceramics & Sanitary Ware, Environmental Service",Bengaluru,1,3,1,5,460000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Faizabad,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Darjeeling,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Bulandshahr,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Bhavnagar,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Bhatinda,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Bareilly,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Baddi,1,3,3,1,585000
Star Tech,2,Telecom,Gurgaon / Gurugram,1,2,1,1,465000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Delhi,1,3,3,5,585000
Fortunate Services,2,"Banking, Accounting, Financial Services",Srinagar,1,2,3,1,580000
Fortunate Services,2,"Banking, Accounting, Financial Services",Bhopal,1,2,3,1,580000
Fortunate Services,2,"Banking, Accounting, Financial Services",Kolkata,1,2,3,4,580000
Get jobs like this in my inbox,3,"Agriculture, Dairy, Forestry, Fishing, Airlines, Aviation, Aerospace, Automotive, Automobile, Ancillaries, Wellness, Fitness, Sports, Beverages, Liquor, Cement, Concrete, Readymix, Construction & Engineering, FMCG, Courier, Freight, Transportation, Internet, E-commerce, Education, Food & Packaged Food, Textiles, Yarn, Fabrics, Garments, Gems & Jewellery, Consumer Electronics, Durables, Appliances, Hospitals, Healthcare, Diagnostics, Hotels, Hospitality, Restaurant, Iron, Steel, Leather, Paints, Paper, Power, Energy, Printing, Packaging, Real Estate, Shipping, Marine Services, Telecom, Travel, Tourism, Wood, Ceramics & Sanitary Ware, Environmental Service",Tirupati,1,3,1,1,460000
India Travel Group,3,"Advertising, PR, Events",Chennai,1,3,1,5,625000
Fortunate Services,2,"Banking, Accounting, Financial Services",Kolkata,1,2,3,4,580000
Fortunate Services,2,"Banking, Accounting, Financial Services",Ahmedabad,1,2,3,1,580000
India Travel Group,3,"Advertising, PR, Events",Chennai,1,3,1,5,625000
2COMS Consulting Private Limited,0,Pharmaceutical,Hyderabad,1,0,1,5,95000
Fortunate Services,2,"Banking, Accounting, Financial Services",Rohtak,1,2,3,1,580000
Fortunate Services,2,"Banking, Accounting, Financial Services",Rourkela,1,2,3,1,580000
Fortunate Services,2,"Banking, Accounting, Financial Services",Ranchi,1,2,3,1,580000
Star Tech,1,Education,Delhi,1,1,1,5,400000
Get jobs like this in my inbox,3,"Agriculture, Dairy, Forestry, Fishing, Airlines, Aviation, Aerospace, Automotive, Automobile, Ancillaries, Wellness, Fitness, Sports, Beverages, Liquor, Cement, Concrete, Readymix, Construction & Engineering, FMCG, Courier, Freight, Transportation, Internet, E-commerce, Education, Food & Packaged Food, Textiles, Yarn, Fabrics, Garments, Gems & Jewellery, Consumer Electronics, Durables, Appliances, Hospitals, Healthcare, Diagnostics, Hotels, Hospitality, Restaurant, Iron, Steel, Leather, Paints, Paper, Power, Energy, Printing, Packaging, Real Estate, Shipping, Marine Services, Telecom, Travel, Tourism, Wood, Ceramics & Sanitary Ware, Environmental Service",Bengaluru,1,3,1,5,460000
Get jobs like this in my inbox,3,"Agriculture, Dairy, Forestry, Fishing, Airlines, Aviation, Aerospace, Automotive, Automobile, Ancillaries, Wellness, Fitness, Sports, Beverages, Liquor, Cement, Concrete, Readymix, Construction & Engineering, FMCG, Courier, Freight, Transportation, Internet, E-commerce, Education, Food & Packaged Food, Textiles, Yarn, Fabrics, Garments, Gems & Jewellery, Consumer Electronics, Durables, Appliances, Hospitals, Healthcare, Diagnostics, Hotels, Hospitality, Restaurant, Iron, Steel, Leather, Paints, Paper, Power, Energy, Printing, Packaging, Real Estate, Shipping, Marine Services, Telecom, Travel, Tourism, Wood, Ceramics & Sanitary Ware, Environmental Service",Bengaluru,1,3,1,5,460000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Ruby Ahmed,2,"ITES, BPO",Bengaluru,1,2,3,5,285000
Shri TirupatiI Balaji Education Foundation,3,"IT, Computers - Software",Chennai,1,3,3,5,475000
Lakshmi Job Solution,2,"Consulting, Advisory Services, Internet, E-commerce",Guntakal,1,2,1,1,355000
Shri TirupatiI Balaji Education Foundation,3,"IT, Computers - Software",Chennai,1,3,3,5,475000
Fortunate Services,2,"Banking, Accounting, Financial Services",Rohtak,1,2,3,1,580000
Fortunate Services,2,"Banking, Accounting, Financial Services",Rourkela,1,2,3,1,580000
Star Tech,1,Education,Delhi,1,1,1,5,400000
Ruby Ahmed,2,"ITES, BPO",Bengaluru,1,2,3,5,285000
Lakshmi Job Solution,2,"Consulting, Advisory Services, Internet, E-commerce",Guntakal,1,2,1,1,355000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Ghaziabad,1,3,3,1,585000
Vishwanatha Nayak (Proprietor Of Career Solution),0,"Banking, Accounting, Financial Services",Hosur,1,0,3,1,589999.5
Get jobs like this in my inbox,1,"Bio Technology & Life Sciences, Medical Transcription, Pharmaceutical",Hyderabad,1,1,1,5,365000
Axness Technologies Private Limited,0,"IT, Computers - Software",Hyderabad,1,0,3,5,165000
Axness Technologies Private Limited,0,"IT, Computers - Software",Hyderabad,1,0,3,5,165000
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Banking, Accounting, Financial Services",Bidar,1,0,3,1,594999.5
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Dalhousie,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Ambala,1,3,3,1,585000
Fortunate Services,3,"Banking, Accounting, Financial Services, Government, PSU, Defence",Ahmedabad,1,3,3,1,585000
Fortunate Services,2,"Banking, Accounting, Financial Services",Samastipur,1,2,3,1,580000
Fortunate Services,2,"Banking, Accounting, Financial Services",Patna,1,2,3,1,580000
Shri TirupatiI Balaji Education Foundation,3,"IT, Computers - Software",Chennai,1,3,3,5,475000
Fortunate Services,2,"Banking, Accounting, Financial Services",Sagar,1,2,3,1,580000
Smart Call Center Solutions Private Limited,3,"ITES, BPO",Kolkata,1,3,3,4,225000
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Banking, Accounting, Financial Services",Faizabad,1,0,3,1,589999.5
Axness Technologies Private Limited,0,"IT, Computers - Software",Hyderabad,1,0,3,5,165000
Axness Technologies Private Limited,0,"IT, Computers - Software",Hyderabad,1,0,3,5,165000
Sanda Office Management Services Private Limited,0,"ITES, BPO",Goa,1,0,3,1,105000
STT Solution,1,"Automotive, Automobile, Ancillaries",Gurgaon / Gurugram,1,1,1,1,665000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Coimbatore,1,2,1,4,330000
ABP Empower,1,Insurance,Rewari,1,1,1,1,210000
STT Solution,1,"Automotive, Automobile, Ancillaries",Gurgaon / Gurugram,1,1,1,1,665000
Lakshmi Job Solution,2,"Consulting, Advisory Services, Internet, E-commerce",Kolkata,1,2,1,4,350000
Vishwanatha Nayak (Proprietor Of Career Solution),0,"Banking, Accounting, Financial Services",Belgaum,1,0,3,1,589999.5
India Travel Group,3,"Advertising, PR, Events, Public Relations (PR), Travel, Tourism, Social Media",Bengaluru,1,3,1,5,620000
Ritu Placements,3,"ITES, BPO",Jaipur,1,3,3,2,285000
Gautam Consultancy,2,"ITES, BPO",Vadodara,1,2,3,3,175000
Career Mantra Management Services,1,"Pharmaceutical, Printing, Packaging",Pune,1,1,1,4,354999.5
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Lakshmi Job Solution,2,"Consulting, Advisory Services, Internet, E-commerce",Dehradun,1,2,1,1,350000
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Airlines, Aviation, Aerospace, Travel, Tourism",Goa,1,0,1,1,594999.5
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Airlines, Aviation, Aerospace, Travel, Tourism",Bellary,1,0,1,1,589999.5
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Airlines, Aviation, Aerospace, Travel, Tourism",Bhuj,1,0,1,1,589999.5
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Airlines, Aviation, Aerospace, Travel, Tourism",Vadodara,1,0,1,3,594999.5
Singh RanjayKumar(Proprietor Of Zee India Co),2,Facility management,Thiruvananthapuram / Trivandrum,1,2,1,1,305000
Get jobs like this in my inbox,3,"Advertising, PR, Events, Agriculture, Dairy, Forestry, Fishing, Automotive, Automobile, Ancillaries, Banking, Accounting, Financial Services, Wellness, Fitness, Sports, Beverages, Liquor, Bio Technology & Life Sciences, Plastic, Rubber, Construction & Engineering, Consulting, Advisory Services, FMCG, Courier, Freight, Transportation, Internet, E-commerce, Education, Entertainment, Media, Publishing, Fertilizer, Pesticides, Food & Packaged Food, Textiles, Yarn, Fabrics, Garments, Gems & Jewellery, Government, PSU, Defence, Consumer Electronics, Durables, Appliances, Hospitals, Healthcare, Diagnostics, Hotels, Hospitality, Restaurant, General Trading, Import, Export, Insurance, Iron, Steel, ITES, BPO, IT, Computers - Hardware & Networking, IT, Computers - Software, Leather, Machinery, Equipment Mfg., Market Research, Medical Transcription, Office Equipment, Automation, Oil, Gas, Petroleum, Pharmaceutical, Paints, Paper, Power, Energy, Printing, Packaging, Public Relations (PR), Real Estate, Retailing, Telecom, Travel, Tourism, Electronics Manufacturing, Railways Speciality, Infrastructure, Recruitment, Staffing, RPO, E-Learning, Engineering, Procurement, Construction, Facility management, Social Media, KPO, Research, Analytics, Electrical, Switchgears, Chemicals, Petrochemicals, Law Enforcement, Security Services, Environmental Service, Heat Ventilation Air Conditioning (HVAC), Animation, Architecture, Interior Design, Engineering & Design, Escalators, Elevators, Legal, Law Firm, Fashion, Apparels",Delhi,1,3,1,5,420000
Minanshika Softech Solution Private Limited,3,"Advertising, PR, Events, Agriculture, Dairy, Forestry, Fishing, Automotive, Automobile, Ancillaries, Banking, Accounting, Financial Services, Wellness, Fitness, Sports, Beverages, Liquor, Bio Technology & Life Sciences, Plastic, Rubber, Construction & Engineering, Consulting, Advisory Services, FMCG, Courier, Freight, Transportation, Internet, E-commerce, Education, Entertainment, Media, Publishing, Fertilizer, Pesticides, Food & Packaged Food, Textiles, Yarn, Fabrics, Garments, Gems & Jewellery, Government, PSU, Defence, Consumer Electronics, Durables, Appliances, Hospitals, Healthcare, Diagnostics, Hotels, Hospitality, Restaurant, General Trading, Import, Export, Insurance, Iron, Steel, ITES, BPO, IT, Computers - Hardware & Networking, IT, Computers - Software, Leather, Machinery, Equipment Mfg., Market Research, Medical Transcription, Office Equipment, Automation, Oil, Gas, Petroleum, Pharmaceutical, Paints, Paper, Power, Energy, Printing, Packaging, Public Relations (PR), Real Estate, Retailing, Telecom, Travel, Tourism, Electronics Manufacturing, Railways Speciality, Infrastructure, Recruitment, Staffing, RPO, E-Learning, Engineering, Procurement, Construction, Facility management, Social Media, KPO, Research, Analytics, Electrical, Switchgears, Chemicals, Petrochemicals, Law Enforcement, Security Services, Environmental Service, Heat Ventilation Air Conditioning (HVAC), Animation, Architecture, Interior Design, Engineering & Design, Escalators, Elevators, Legal, Law Firm, Fashion, Apparels",Coimbatore,1,3,1,4,420000
Get jobs like this in my inbox,2,Construction & Engineering,Gurgaon / Gurugram,1,2,1,1,455000
India Travel Group,3,"Advertising, PR, Events, Public Relations (PR), Travel, Tourism, Social Media",Bengaluru,1,3,1,5,670000
Shri TirupatiI Balaji Education Foundation,3,"IT, Computers - Software",Bengaluru,1,3,3,5,475000
India Travel Group,3,"Advertising, PR, Events, Public Relations (PR), Travel, Tourism, Social Media",Bengaluru,1,3,1,5,620000
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Airlines, Aviation, Aerospace, Travel, Tourism",Kanpur,1,0,1,1,594999.5
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Airlines, Aviation, Aerospace, Travel, Tourism",Jabalpur,1,0,1,1,589999.5
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Airlines, Aviation, Aerospace, Travel, Tourism",Ahmedabad,1,0,1,1,594999.5
India Travel Group,3,"Advertising, PR, Events, Public Relations (PR), Travel, Tourism, Social Media",Bengaluru,1,3,1,5,620000
Shri TirupatiI Balaji Education Foundation,3,"IT, Computers - Software",Bengaluru,1,3,3,5,475000
Lakshmi Job Solution,2,"Consulting, Advisory Services, Internet, E-commerce",Chhapra,1,2,1,1,350000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Magna India Services,1,Electronics Manufacturing,Mumbai,1,1,1,5,200000
Shri TirupatiI Balaji Education Foundation,3,"IT, Computers - Software",Bengaluru,1,3,3,5,475000
Lakshmi Job Solution,2,"Consulting, Advisory Services, Internet, E-commerce",Faizabad,1,2,1,1,350000
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Banking, Accounting, Financial Services",Rampur,1,0,3,1,594999.5
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Airlines, Aviation, Aerospace, Travel, Tourism",Pathankot,1,0,1,1,594999.5
Vishwanatha Nayak (Proprietor Of Career Solution),0,"Airlines, Aviation, Aerospace, Travel, Tourism",Pune,1,0,1,4,510000
Get jobs like this in my inbox,1,"IT, Computers - Software",Bengaluru,1,1,3,5,395000
Lakshmi Job Solution,2,"ITES, BPO, Telecom, Animation, Architecture, Interior Design",Banswara,1,2,3,1,350000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Thiruvananthapuram / Trivandrum,1,2,1,1,330000
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Airlines, Aviation, Aerospace, Travel, Tourism",Chandigarh,1,0,1,1,589999.5
Vishwanatha Nayak (Proprietor Of Career Solution),0,"Airlines, Aviation, Aerospace, Travel, Tourism",Ahmedabad,1,0,1,1,589999.5
Shri TirupatiI Balaji Education Foundation,3,"Internet, E-commerce",Bengaluru,1,3,1,5,400000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
STT Solution,1,"Banking, Accounting, Financial Services",Delhi,1,1,3,5,549999.5
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Ravindra Kamat (Proprietor Of Nextzen Solution),0,"Banking, Accounting, Financial Services",Ballia,1,0,3,1,485000
I Skills Solutions,2,"Bio Technology & Life Sciences, Hospitals, Healthcare, Diagnostics",Thiruvananthapuram / Trivandrum,1,2,1,1,330000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Vishwanatha Nayak (Proprietor Of Career Solution),0,"Banking, Accounting, Financial Services",Nagpur,1,0,3,4,490000
Gautam Consultancy,1,"ITES, BPO",Vadodara,1,1,3,3,100000
Shakun Sharma (Proprietor Of FM Industry),1,"Machinery, Equipment Mfg.",Noida,1,1,1,1,325000
