state name,district name,university name,college name
andhra pradesh,prakasam,acharya nagarjuna university,aazad college of education 
andhra pradesh,prakasam,acharya nagarjuna university,abhinav institute of management & technology 
andhra pradesh,guntur,acharya nagarjuna university,abhyudaya mahila degree college 
andhra pradesh,prakasam,acharya nagarjuna university,a.b.m. college 
andhra pradesh,prakasam,acharya nagarjuna university,a.b.r college of education 
andhra pradesh,guntur,acharya nagarjuna university,a.c.college 
andhra pradesh,guntur,acharya nagarjuna university,a.c.college of law 
andhra pradesh,guntur,acharya nagarjuna university,a.c.evening college 
andhra pradesh,guntur,acharya nagarjuna university,acharya n.g.ranga college of education 
andhra pradesh,prakasam,acharya nagarjuna university,adarsa college of education 
andhra pradesh,guntur,acharya nagarjuna university,adarsa degree college for women 
andhra pradesh,guntur,acharya nagarjuna university,a.g.k.m.college 
andhra pradesh,guntur,acharya nagarjuna university,a.l.college of education 
andhra pradesh,guntur,acharya nagarjuna university,ali college of education 
andhra pradesh,prakasam,acharya nagarjuna university,al momin college of education 
andhra pradesh,prakasam,acharya nagarjuna university,alpha college of education 
andhra pradesh,prakasam,acharya nagarjuna university,alpha college of education
andhra pradesh,prakasam,acharya nagarjuna university,alpha degree college 
andhra pradesh,guntur,acharya nagarjuna university,aman showkath b.ed college 
andhra pradesh,guntur,acharya nagarjuna university,a.m.g.college of education 
andhra pradesh,guntur,acharya nagarjuna university,a.m.g.degree college for women 
andhra pradesh,guntur,acharya nagarjuna university,a.m reddy college of education 
andhra pradesh,guntur,acharya nagarjuna university,a.m. reddy memorial college of pharmacy 
andhra pradesh,prakasam,acharya nagarjuna university,amrutha college of education 
andhra pradesh,prakasam,acharya nagarjuna university,amrutha degree college 
andhra pradesh,prakasam,acharya nagarjuna university,andhra kesari college of education 
andhra pradesh,prakasam,acharya nagarjuna university,andhra kesari vidya kendram degree college 
andhra pradesh,guntur,acharya nagarjuna university,andhra muslim college 
andhra pradesh,guntur,acharya nagarjuna university,andhra muslim college of education 
andhra pradesh,guntur,acharya nagarjuna university,anitha venkateswara college of eduation 
andhra pradesh,guntur,acharya nagarjuna university,annabattuni satyanarayana degree college 
andhra pradesh,prakasam,acharya nagarjuna university,anniebesant college of education 
andhra pradesh,prakasam,acharya nagarjuna university,anu pg campus ongole 
andhra pradesh,guntur,acharya nagarjuna university,a.p.residential degree college 
andhra pradesh,prakasam,acharya nagarjuna university,asha college of education 
andhra pradesh,guntur,acharya nagarjuna university,a.s.m & a.w. d women's degree college 
andhra pradesh,guntur,acharya nagarjuna university,a.s.n pharmacy college
andhra pradesh,prakasam,acharya nagarjuna university,b.a & k.r college of education 
andhra pradesh,prakasam,acharya nagarjuna university,b.a & k.r degree college 
andhra pradesh,guntur,acharya nagarjuna university,balaji degree college 
andhra pradesh,guntur,acharya nagarjuna university,bapatla college of arts & science 
andhra pradesh,guntur,acharya nagarjuna university,bapatla engineering college 
andhra pradesh,guntur,acharya nagarjuna university,bapatla womens engineering college 
andhra pradesh,guntur,acharya nagarjuna university,bapuji college of education 
andhra pradesh,prakasam,acharya nagarjuna university,b.b.h degree college 
andhra pradesh,guntur,acharya nagarjuna university,b.g degree college
andhra pradesh,prakasam,acharya nagarjuna university,bharathi degree college 
andhra pradesh,guntur,acharya nagarjuna university,bhashyam college of education 
andhra pradesh,guntur,acharya nagarjuna university,b.h.h degree college for women 
andhra pradesh,prakasam,acharya nagarjuna university,b.m.degree college
andhra pradesh,prakasam,acharya nagarjuna university,bmrm jhansi b.ed college 
andhra pradesh,guntur,acharya nagarjuna university,b.r college of education 
andhra pradesh,guntur,acharya nagarjuna university,b.s.s.b college 
andhra pradesh,prakasam,acharya nagarjuna university,b.v.s.p.m degree college 
andhra pradesh,guntur,acharya nagarjuna university,career degree college 
andhra pradesh,prakasam,acharya nagarjuna university,chaitanya bharathi degree college
andhra pradesh,prakasam,acharya nagarjuna university,chaitanya college of education 
andhra pradesh,guntur,acharya nagarjuna university,chakradhar degree college
andhra pradesh,guntur,acharya nagarjuna university,chalapathi degree college
andhra pradesh,guntur,acharya nagarjuna university,chalapathi institute of engineering & technology
andhra pradesh,guntur,acharya nagarjuna university,chalapathi institute of pharmaceutical sciences
andhra pradesh,guntur,acharya nagarjuna university,chebrolu hanumaiah college of pharmaceutical sciences 
andhra pradesh,prakasam,acharya nagarjuna university,chegireddy linga reddy instt of management 
andhra pradesh,guntur,acharya nagarjuna university,chirala college of pg studies
andhra pradesh,guntur,acharya nagarjuna university,chiristian women's college 
andhra pradesh,guntur,acharya nagarjuna university,christu jayanthi jubilee college 
andhra pradesh,guntur,acharya nagarjuna university,c.i.l.for rural management 
andhra pradesh,guntur,acharya nagarjuna university,c.r. college 
andhra pradesh,prakasam,acharya nagarjuna university,c.s.r. sarma college 
andhra pradesh,prakasam,acharya nagarjuna university,d.c.r.m degree college 
andhra pradesh,prakasam,acharya nagarjuna university,d.c.r.m p.g college
andhra pradesh,prakasam,acharya nagarjuna university,devathi venkata subbaiah degree college 
andhra pradesh,prakasam,acharya nagarjuna university,devathi venkata subbiah college of education 
andhra pradesh,guntur,acharya nagarjuna university,don bosco college 
andhra pradesh,guntur,acharya nagarjuna university,dr. b.r.ambedkar centenary degree college 
andhra pradesh,guntur,acharya nagarjuna university,dr.homi jahangir baba degree college 
andhra pradesh,guntur,acharya nagarjuna university,dr. jayapradamba degree college 
andhra pradesh,guntur,acharya nagarjuna university,dr. k.r.r.m. degree college 
andhra pradesh,guntur,acharya nagarjuna university,dr. k.s.p.r college of education 
andhra pradesh,guntur,acharya nagarjuna university,dr.k.v.k. sanskrit college 
andhra pradesh,guntur,acharya nagarjuna university,d.r.n.s.c.v.s. college 
andhra pradesh,prakasam,acharya nagarjuna university,dr. samuel george college of pharmaceutical science 
andhra pradesh,guntur,acharya nagarjuna university,dr. zakir hussain college of education 
andhra pradesh,prakasam,acharya nagarjuna university,d.s.govt. degree college for women
andhra pradesh,prakasam,acharya nagarjuna university,erigineni tirupati naidu & lakshmamma degree college 
andhra pradesh,guntur,acharya nagarjuna university,fatima college of education 
andhra pradesh,guntur,acharya nagarjuna university,g.c.k.v.n. degree college 
andhra pradesh,prakasam,acharya nagarjuna university,g.c & y p n degree college 
andhra pradesh,prakasam,acharya nagarjuna university,geetham degree college 
andhra pradesh,prakasam,acharya nagarjuna university,geethanjali degree college
andhra pradesh,guntur,acharya nagarjuna university,geethika b.ed college 
andhra pradesh,prakasam,acharya nagarjuna university,goutham college of education 
andhra pradesh,prakasam,acharya nagarjuna university,government degree college
andhra pradesh,prakasam,acharya nagarjuna university,government degree college
andhra pradesh,guntur,acharya nagarjuna university,govt. degree college
andhra pradesh,guntur,acharya nagarjuna university,govt. degree college for women
andhra pradesh,prakasam,acharya nagarjuna university,govt. degree college
andhra pradesh,prakasam,acharya nagarjuna university,g.r.k degree college
andhra pradesh,prakasam,acharya nagarjuna university,g.r.r. & t.p.r. degree college 
andhra pradesh,guntur,acharya nagarjuna university,g.s.r. degree college 
andhra pradesh,prakasam,acharya nagarjuna university,g.v.& a.d.s.l. college of education 
andhra pradesh,guntur,acharya nagarjuna university,g.v.r & s college of education 
andhra pradesh,guntur,acharya nagarjuna university,g v r & s degree college for women 
andhra pradesh,guntur,acharya nagarjuna university,g.v.r.s institute for professional studies 
andhra pradesh,prakasam,acharya nagarjuna university,g.v.s.m. govt. degree college 
andhra pradesh,prakasam,acharya nagarjuna university,hazarath ameeruddin college of education 
andhra pradesh,guntur,acharya nagarjuna university,hindu college
andhra pradesh,guntur,acharya nagarjuna university,hindu college of education 
andhra pradesh,guntur,acharya nagarjuna university,hindu college of management
andhra pradesh,guntur,acharya nagarjuna university,hindu college of pharmacy 
andhra pradesh,guntur,acharya nagarjuna university,h.m.k.s. & m.g.s. memorial college of education 
andhra pradesh,prakasam,acharya nagarjuna university,ideal & s.k.c.m degree college 
andhra pradesh,prakasam,acharya nagarjuna university,indira priyadarsni law college 
andhra pradesh,guntur,acharya nagarjuna university,j.c. college of law 
andhra pradesh,guntur,acharya nagarjuna university,j.k.c. college 
andhra pradesh,guntur,acharya nagarjuna university,j.m.j. college for women 
andhra pradesh,guntur,acharya nagarjuna university,j.r.r navodaya degree college 
andhra pradesh,prakasam,acharya nagarjuna university,kalikamba college of education 
andhra pradesh,prakasam,acharya nagarjuna university,kalyani mca college
andhra pradesh,prakasam,acharya nagarjuna university,kamala college of education 
andhra pradesh,prakasam,acharya nagarjuna university,kamala institute of management studies 
andhra pradesh,guntur,acharya nagarjuna university,kasturibai college of education 
andhra pradesh,guntur,acharya nagarjuna university,k chandrakala college 
andhra pradesh,guntur,acharya nagarjuna university,k.c reddy institute of pharmaceutical sciences 
andhra pradesh,guntur,acharya nagarjuna university,kc reddy pg college
andhra pradesh,guntur,acharya nagarjuna university,k.l.n. sanskrit college 
andhra pradesh,prakasam,acharya nagarjuna university,k.l.r. degree college 
andhra pradesh,guntur,acharya nagarjuna university,konijeti rosaiah siva lakshmi college 
andhra pradesh,guntur,acharya nagarjuna university,krishnaveni degree college 
andhra pradesh,guntur,acharya nagarjuna university,krishnaveni degree college
andhra pradesh,prakasam,acharya nagarjuna university,k r k govt. degree college 
andhra pradesh,guntur,acharya nagarjuna university,k.s.r & k.r.k college of education 
andhra pradesh,guntur,acharya nagarjuna university,k.s.r.n. degree college
andhra pradesh,guntur,acharya nagarjuna university,k.v.r.
andhra pradesh,guntur,acharya nagarjuna university,lakshmi narsimha college of education 
andhra pradesh,prakasam,acharya nagarjuna university,magunta subba rami reddy degree college 
andhra pradesh,guntur,acharya nagarjuna university,mahatma gandhi college 
andhra pradesh,prakasam,acharya nagarjuna university,malineni lakshmaiah b.ed college 
andhra pradesh,guntur,acharya nagarjuna university,m.a.m college of education 
andhra pradesh,guntur,acharya nagarjuna university,m.a.m college of pharmacy
andhra pradesh,guntur,acharya nagarjuna university,matrusri oriental college 
andhra pradesh,prakasam,acharya nagarjuna university,m.g college of education 
andhra pradesh,guntur,acharya nagarjuna university,mittapalli lakshmaiah & sons degree college
andhra pradesh,prakasam,acharya nagarjuna university,m.l. college of mba 
andhra pradesh,prakasam,acharya nagarjuna university,m.l. college of pharmacy 
andhra pradesh,guntur,acharya nagarjuna university,m.m.r degree college
andhra pradesh,guntur,acharya nagarjuna university,modern degree college 
andhra pradesh,guntur,acharya nagarjuna university,morning star college 
andhra pradesh,guntur,acharya nagarjuna university,mother theresa womens degree college
andhra pradesh,guntur,acharya nagarjuna university,m.s.r. degree college
andhra pradesh,guntur,acharya nagarjuna university,m.v.g.r. degree college 
andhra pradesh,guntur,acharya nagarjuna university,m.v.r degree college
andhra pradesh,guntur,acharya nagarjuna university,m.v.r.s. viveka degree college 
andhra pradesh,guntur,acharya nagarjuna university,nagarjuna college of education 
andhra pradesh,prakasam,acharya nagarjuna university,nagarjuna institute of management studies
andhra pradesh,guntur,acharya nagarjuna university,nalanda college of education 
andhra pradesh,prakasam,acharya nagarjuna university,national minority degree college 
andhra pradesh,prakasam,acharya nagarjuna university,navya chaitanya college of education 
andhra pradesh,guntur,acharya nagarjuna university,n.b.t & n v c college 
andhra pradesh,guntur,acharya nagarjuna university,new era college of education 
andhra pradesh,guntur,acharya nagarjuna university,nirmala college of pharmacy
andhra pradesh,prakasam,acharya nagarjuna university,n.n.r. & c.l. degree college 
andhra pradesh,prakasam,acharya nagarjuna university,n.n.s. vidya college of p.g. studies 
andhra pradesh,prakasam,acharya nagarjuna university,n.n.s vidya degree college 
andhra pradesh,guntur,acharya nagarjuna university,n.r.k & k.s.r gupta college of pharmacy 
andhra pradesh,guntur,acharya nagarjuna university,n.r.k. & k.s.r. gupta degree college 
andhra pradesh,prakasam,acharya nagarjuna university,n.t.r memorial degree college 
andhra pradesh,prakasam,acharya nagarjuna university,omega college of education 
andhra pradesh,guntur,acharya nagarjuna university,palnadu college of education
andhra pradesh,guntur,acharya nagarjuna university,p.b.n. college 
andhra pradesh,guntur,acharya nagarjuna university,pedanandipadu college of arts and sciences 
andhra pradesh,prakasam,acharya nagarjuna university,p.n.c.a degree college 
andhra pradesh,guntur,acharya nagarjuna university,p.n.c & k.r. college 
andhra pradesh,guntur,acharya nagarjuna university,prabhala lakshminarayana memorial degree college 
andhra pradesh,guntur,acharya nagarjuna university,prabhala pg college for women
andhra pradesh,prakasam,acharya nagarjuna university,pratap college of education 
andhra pradesh,prakasam,acharya nagarjuna university,prathiba degree college 
andhra pradesh,guntur,acharya nagarjuna university,pratibha degree college
andhra pradesh,guntur,acharya nagarjuna university,priya darisini degree college 
andhra pradesh,guntur,acharya nagarjuna university,priyadarsini institute of pharmaceutical science 
andhra pradesh,prakasam,acharya nagarjuna university,priyanka college of education 
andhra pradesh,prakasam,acharya nagarjuna university,p.s.b. college of education 
andhra pradesh,prakasam,acharya nagarjuna university,qis college of education 
andhra pradesh,guntur,acharya nagarjuna university,radha degree college
andhra pradesh,prakasam,acharya nagarjuna university,raghava degree college - ongole 
andhra pradesh,prakasam,acharya nagarjuna university,rahul institute of pharmaceutical sciences & research 
andhra pradesh,prakasam,acharya nagarjuna university,rahul subramanyam memorial instt of management studies
andhra pradesh,prakasam,acharya nagarjuna university,ravindra bharathi college of education 
andhra pradesh,guntur,acharya nagarjuna university,repalle christian college 
andhra pradesh,guntur,acharya nagarjuna university,repalle christian college of education 
andhra pradesh,guntur,acharya nagarjuna university,r.v.r. & j.c. college of engineering 
andhra pradesh,guntur,acharya nagarjuna university,r.v.r.r. college of education 
andhra pradesh,guntur,acharya nagarjuna university,r.v.v.n. college 
andhra pradesh,guntur,acharya nagarjuna university,s.a.b.r. govt. degree college 
andhra pradesh,guntur,acharya nagarjuna university,sadhana degree college 
andhra pradesh,guntur,acharya nagarjuna university,sadineni chowdaraiah college of arts & science 
andhra pradesh,prakasam,acharya nagarjuna university,sai chaitanya degree college giddalur 
andhra pradesh,guntur,acharya nagarjuna university,sarada college of pharmaceutical sciences 
andhra pradesh,prakasam,acharya nagarjuna university,sarada degree college
andhra pradesh,guntur,acharya nagarjuna university,saraswathi college of arts & science
andhra pradesh,guntur,acharya nagarjuna university,s.b.g. degree college
andhra pradesh,guntur,acharya nagarjuna university,s.b.m.s. degree college 
andhra pradesh,guntur,acharya nagarjuna university,s.b.swamy sanskrit college 
andhra pradesh,prakasam,acharya nagarjuna university,s.b.v.s.r college of education
andhra pradesh,guntur,acharya nagarjuna university,seven hills college of education 
andhra pradesh,guntur,acharya nagarjuna university,s.g.h.r. & m.c.m.r.college 
andhra pradesh,guntur,acharya nagarjuna university,s.g.k govt. degree college
andhra pradesh,guntur,acharya nagarjuna university,s.g.k. oriental college 
andhra pradesh,guntur,acharya nagarjuna university,s.g.t. & j.v.b.college 
andhra pradesh,prakasam,acharya nagarjuna university,s.g.v. oriental college 
andhra pradesh,prakasam,acharya nagarjuna university,shams-ul_uloom college of education
andhra pradesh,prakasam,acharya nagarjuna university,shams-ul-uloom college of education
andhra pradesh,guntur,acharya nagarjuna university,shivani degree college 
andhra pradesh,guntur,acharya nagarjuna university,siddhartha institute of pharmaceutical sciences
andhra pradesh,guntur,acharya nagarjuna university,sims college of education 
andhra pradesh,guntur,acharya nagarjuna university,sims college of life sciences
andhra pradesh,guntur,acharya nagarjuna university,sims college of pharmacy 
andhra pradesh,guntur,acharya nagarjuna university,s.k.b.r. govt. college 
andhra pradesh,guntur,acharya nagarjuna university,s.k.r.b.r. college 
andhra pradesh,guntur,acharya nagarjuna university,s.k.s.v. degree college for women 
andhra pradesh,prakasam,acharya nagarjuna university,s.l.v. college of education 
andhra pradesh,guntur,acharya nagarjuna university,s.m.p.a. degree college 
andhra pradesh,guntur,acharya nagarjuna university,sms & smcmr college of education 
andhra pradesh,prakasam,acharya nagarjuna university,smt. koonapareddy prameela rani degree college
andhra pradesh,guntur,acharya nagarjuna university,smt. sanagala prameela degree college 
andhra pradesh,prakasam,acharya nagarjuna university,s m y college of education 
andhra pradesh,guntur,acharya nagarjuna university,s.n.b.t. degree college for women 
andhra pradesh,guntur,acharya nagarjuna university,s.n.b.t.m. college of education 
andhra pradesh,prakasam,acharya nagarjuna university,sri chaitanya college of education 
andhra pradesh,prakasam,acharya nagarjuna university,sri c.v. raman college of computer science 
andhra pradesh,prakasam,acharya nagarjuna university,sri gayatri vidya parishad degree college 
andhra pradesh,prakasam,acharya nagarjuna university,sri gowtham college of education
andhra pradesh,prakasam,acharya nagarjuna university,sri gowtham degree college
andhra pradesh,prakasam,acharya nagarjuna university,sri gowthami degree college
andhra pradesh,prakasam,acharya nagarjuna university,sri harsha's womens degree college
andhra pradesh,prakasam,acharya nagarjuna university,sri harshini degree college
andhra pradesh,prakasam,acharya nagarjuna university,sri harshini degree college
andhra pradesh,prakasam,acharya nagarjuna university,sri jeevana jyothi degree college
andhra pradesh,prakasam,acharya nagarjuna university,sriji degree college 
andhra pradesh,guntur,acharya nagarjuna university,sri kakatiya degree college
andhra pradesh,prakasam,acharya nagarjuna university,sri kandula obula reddy degree college 
andhra pradesh,guntur,acharya nagarjuna university,sri karthikeya degree college - guntur 
andhra pradesh,guntur,acharya nagarjuna university,sri mahaveer memorial jain degree college 
andhra pradesh,guntur,acharya nagarjuna university,sri majeti guravaiah degree college 
andhra pradesh,prakasam,acharya nagarjuna university,sri nagarjuna degree college 
andhra pradesh,prakasam,acharya nagarjuna university,sri potti sriramulu degree college 
andhra pradesh,prakasam,acharya nagarjuna university,sri prasannanjaneya degree college 
andhra pradesh,prakasam,acharya nagarjuna university,sri prathidba degree college 
andhra pradesh,prakasam,acharya nagarjuna university,sri pratibha degree college
andhra pradesh,prakasam,acharya nagarjuna university,sri raja rajeswari college of education
andhra pradesh,prakasam,acharya nagarjuna university,sri rama krishna degree college 
andhra pradesh,prakasam,acharya nagarjuna university,sri sadhana degree college
andhra pradesh,guntur,acharya nagarjuna university,sri sai degree college 
andhra pradesh,guntur,acharya nagarjuna university,sri sai degree college
andhra pradesh,guntur,acharya nagarjuna university,sri sarada niketanam oriental college 
andhra pradesh,prakasam,acharya nagarjuna university,sri sidhartha degree college
andhra pradesh,prakasam,acharya nagarjuna university,sri tatiparthi venkata reddy memorial college of education 
andhra pradesh,guntur,acharya nagarjuna university,sri vasavi kanyaka parameswari degree college 
andhra pradesh,guntur,acharya nagarjuna university,sri venkateswara balakuteer college of education 
andhra pradesh,guntur,acharya nagarjuna university,sri venkateswara college of education 
andhra pradesh,prakasam,acharya nagarjuna university,sri venkateswara college of education
andhra pradesh,guntur,acharya nagarjuna university,sri venkateswara degree college 
andhra pradesh,guntur,acharya nagarjuna university,sri venkateswara degree college
andhra pradesh,guntur,acharya nagarjuna university,sri venkateswara degree college
andhra pradesh,guntur,acharya nagarjuna university,sri venkateswara & sri satyadev degree college 
andhra pradesh,prakasam,acharya nagarjuna university,sri vivekananda degree college
andhra pradesh,prakasam,acharya nagarjuna university,s.s. arts & science college 
andhra pradesh,guntur,acharya nagarjuna university,s.s. & n. college 
andhra pradesh,prakasam,acharya nagarjuna university,s.s.n. degree college 
andhra pradesh,prakasam,acharya nagarjuna university,s.s.n degree college
andhra pradesh,guntur,acharya nagarjuna university,st. anns college for women 
andhra pradesh,guntur,acharya nagarjuna university,st. ignatious degree college 
andhra pradesh,prakasam,acharya nagarjuna university,st. john college of education 
andhra pradesh,guntur,acharya nagarjuna university,st. joseph's college of education for women 
andhra pradesh,guntur,acharya nagarjuna university,st mark ntr college of education 
andhra pradesh,prakasam,acharya nagarjuna university,st mary's b.ed college
andhra pradesh,prakasam,acharya nagarjuna university,st. paul's college of education 
andhra pradesh,guntur,acharya nagarjuna university,st. peter & g. krishna college of education 
andhra pradesh,guntur,acharya nagarjuna university,st. theressa degree college - hotel management
andhra pradesh,guntur,acharya nagarjuna university,st. xavier institute of pharmacy 
andhra pradesh,prakasam,acharya nagarjuna university,s.v. arts & science college 
andhra pradesh,prakasam,acharya nagarjuna university,s.v.b.s degree college
andhra pradesh,prakasam,acharya nagarjuna university,s.v.k.p. arts
andhra pradesh,prakasam,acharya nagarjuna university,s.v.k.p. college 
andhra pradesh,prakasam,acharya nagarjuna university,s.v.k.p. degree college 
andhra pradesh,prakasam,acharya nagarjuna university,s.v.k.p p.g college
andhra pradesh,guntur,acharya nagarjuna university,s.v.r.m. college 
andhra pradesh,guntur,acharya nagarjuna university,sweekaar college of special education 
andhra pradesh,guntur,acharya nagarjuna university,sweekaar degree college
andhra pradesh,prakasam,acharya nagarjuna university,tarlapadu college of education 
andhra pradesh,prakasam,acharya nagarjuna university,tcmt college 
andhra pradesh,guntur,acharya nagarjuna university,thotakura ramakotaiah college of education 
andhra pradesh,guntur,acharya nagarjuna university,tiyyagura sitarami reddy degree college
andhra pradesh,guntur,acharya nagarjuna university,t.j.p.s. college 
andhra pradesh,prakasam,acharya nagarjuna university,t.r.r. govt. degree college 
andhra pradesh,guntur,acharya nagarjuna university,t.r.r. & s. degree college 
andhra pradesh,guntur,acharya nagarjuna university,university college of arts
andhra pradesh,guntur,acharya nagarjuna university,university college of engineering & technology 
andhra pradesh,guntur,acharya nagarjuna university,university college of pharmaceutical sciences 
andhra pradesh,guntur,acharya nagarjuna university,university college of physical education and sports sciences 
andhra pradesh,guntur,acharya nagarjuna university,university collge of architecture & planning 
andhra pradesh,guntur,acharya nagarjuna university,university collge of sciences 
andhra pradesh,guntur,acharya nagarjuna university,vagdevi college of pharmacy
andhra pradesh,guntur,acharya nagarjuna university,vagdevi degree college
andhra pradesh,guntur,acharya nagarjuna university,vasavi degree college for women 
andhra pradesh,prakasam,acharya nagarjuna university,vasavi mba & mca college
andhra pradesh,guntur,acharya nagarjuna university,vellanki college of education 
andhra pradesh,guntur,acharya nagarjuna university,venigalla jayasri ram college 
andhra pradesh,prakasam,acharya nagarjuna university,venkateswara college of eduation
andhra pradesh,guntur,acharya nagarjuna university,victoria college of pharmacy
andhra pradesh,guntur,acharya nagarjuna university,vidya kendran degree college
andhra pradesh,prakasam,acharya nagarjuna university,vignan degree college
andhra pradesh,guntur,acharya nagarjuna university,vignan degree college
andhra pradesh,guntur,acharya nagarjuna university,vijaya jyothi degree college
andhra pradesh,prakasam,acharya nagarjuna university,vijayateja degree college 
andhra pradesh,guntur,acharya nagarjuna university,vikas degree college
andhra pradesh,guntur,acharya nagarjuna university,vinukonda b.ed. college 
andhra pradesh,guntur,acharya nagarjuna university,vision institute of sciences & technology 
andhra pradesh,prakasam,acharya nagarjuna university,viveka arts & science degree college 
andhra pradesh,prakasam,acharya nagarjuna university,viveka college of education
andhra pradesh,prakasam,acharya nagarjuna university,vivekananda college of education
andhra pradesh,guntur,acharya nagarjuna university,vj&bl degree college
andhra pradesh,prakasam,acharya nagarjuna university,v.r.s. & y.r.n. college 
andhra pradesh,prakasam,acharya nagarjuna university,v.s.r. & a.m. degree college 
andhra pradesh,guntur,acharya nagarjuna university,v.s.r. & n.v.r. college 
andhra pradesh,guntur,acharya nagarjuna university,v.t.j.m. & i.v.t.r. degree college 
andhra pradesh,prakasam,acharya nagarjuna university,v.v. & m. college 
andhra pradesh,guntur,acharya nagarjuna university,vyshnavi college of education 
andhra pradesh,prakasam,acharya nagarjuna university,vyshnavi degree college
andhra pradesh,prakasam,acharya nagarjuna university,y.a. govt. college for women 
andhra pradesh,prakasam,acharya nagarjuna university,yaswanth college of education
andhra pradesh,guntur,acharya ng ranga agricultural university,agricultultural college
telangana,khammam,acharya ng ranga agricultural university,agricultural college
telangana,karimnagar,acharya ng ranga agricultural university,agricultural college
andhra pradesh,kurnool,acharya ng ranga agricultural university,agricultural college
andhra pradesh,srikakulam,acharya ng ranga agricultural university,agricultural college
andhra pradesh,east godavari,acharya ng ranga agricultural university,agricultural college
telangana,rangareddy,acharya ng ranga agricultural university,collage of agriculture
andhra pradesh,guntur,acharya ng ranga agricultural university,college of agricultural engineering
andhra pradesh,anantapur,acharya ng ranga agricultural university,college of agricultural engineering
andhra pradesh,guntur,acharya ng ranga agricultural university,college of food science and technology
andhra pradesh,y.s.r.,acharya ng ranga agricultural university,college of food science and technology
telangana,hyderabad,acharya ng ranga agricultural university,college of home science
andhra pradesh,chittoor,acharya ng ranga agricultural university,s.v. agricultural college
punjab,bathinda,adesh university ,adesh institute of dental sciences & research
punjab,bathinda,adesh university ,adesh institute of medical sciences & research
punjab,bathinda,adesh university ,adesh institute of pharmacy & biomedical sciences
punjab,bathinda,adesh university ,college of nursing
punjab,bathinda,adesh university ,college of physiotherapy
andhra pradesh,west godavari,adikavi nannaya university,abhyudaya degree college 
andhra pradesh,east godavari,adikavi nannaya university,adarsa degree college 
andhra pradesh,east godavari,adikavi nannaya university,aditya degree college
andhra pradesh,east godavari,adikavi nannaya university,aditya degree college for women
andhra pradesh,east godavari,adikavi nannaya university,aditya degree college for women
andhra pradesh,west godavari,adikavi nannaya university,aditya degree college
andhra pradesh,east godavari,adikavi nannaya university,aditya degree college
andhra pradesh,east godavari,adikavi nannaya university,aditya degree college
andhra pradesh,west godavari,adikavi nannaya university,a.k.r.g. college 
andhra pradesh,west godavari,adikavi nannaya university,a.k.r.g. degree college 
andhra pradesh,west godavari,adikavi nannaya university,akula gopaiah degree college 
andhra pradesh,east godavari,adikavi nannaya university,al ameer institute of management & tech 
andhra pradesh,east godavari,adikavi nannaya university,amrutha arts & science degree college 
andhra pradesh,east godavari,adikavi nannaya university,andhra kesari degree college 
andhra pradesh,east godavari,adikavi nannaya university,andhra womens sanskrit college 
andhra pradesh,west godavari,adikavi nannaya university,annapurna degree college 
andhra pradesh,east godavari,adikavi nannaya university,a.s.govt.degree college for women
andhra pradesh,east godavari,adikavi nannaya university,a.s.n.degree college for women 
andhra pradesh,west godavari,adikavi nannaya university,a.s.n.m. govt. degree college for men 
andhra pradesh,west godavari,adikavi nannaya university,a.s.r. degree college 
andhra pradesh,east godavari,adikavi nannaya university,avanthi degree college
andhra pradesh,east godavari,adikavi nannaya university,a.v.r. and v.p.r. degree college 
andhra pradesh,west godavari,adikavi nannaya university,b.g.b.s. college for women 
andhra pradesh,west godavari,adikavi nannaya university,bh.s.r. & v.l.m. degree college 
andhra pradesh,west godavari,adikavi nannaya university,brilliants degree college 
andhra pradesh,west godavari,adikavi nannaya university,b.r.r. & g.k.r. chambers degree college 
andhra pradesh,east godavari,adikavi nannaya university,b.s.r. degree college 
andhra pradesh,east godavari,adikavi nannaya university,c.b.r.degree college 
andhra pradesh,visakhapatnam,adikavi nannaya university,chaitanya college of education 
andhra pradesh,east godavari,adikavi nannaya university,chaitanya degree college 
andhra pradesh,east godavari,adikavi nannaya university,chaitanya degree college
andhra pradesh,west godavari,adikavi nannaya university,challa satyanarayana sarma degree college 
andhra pradesh,west godavari,adikavi nannaya university,ch.s.d. st. theresas 
andhra pradesh,west godavari,adikavi nannaya university,ch. s.d. st. theresas college for women 
andhra pradesh,west godavari,adikavi nannaya university,ch.v.p.m.r. govt. degree college 
andhra pradesh,east godavari,adikavi nannaya university,c.n.r. degree college 
andhra pradesh,west godavari,adikavi nannaya university,c.s.t.s. govt. kalasala 
andhra pradesh,east godavari,adikavi nannaya university,deepthi degree college
andhra pradesh,east godavari,adikavi nannaya university,d.l.r.degree college 
andhra pradesh,west godavari,adikavi nannaya university,d.n.r. 
andhra pradesh,west godavari,adikavi nannaya university,d.n.r. govt. degree college for women 
andhra pradesh,east godavari,adikavi nannaya university,dr.b.r.ambedkar degree college 
andhra pradesh,west godavari,adikavi nannaya university,dr. b.v. raju institute of computer education 
andhra pradesh,west godavari,adikavi nannaya university,dr. c.s.n. degree college 
andhra pradesh,west godavari,adikavi nannaya university,dr. c s n degree & pg college 
andhra pradesh,west godavari,adikavi nannaya university,dr. c.s.n. institute of pharmacy 
andhra pradesh,west godavari,adikavi nannaya university,d.r.g. degree college for women 
