state name,district name,university name,college name
tamil nadu,sivaganga,alagappa university,matha college of arts and science
tamil nadu,ramanathapuram,alagappa university,pmt memorial college
tamil nadu,sivaganga,alagappa university,raja doraisingam government arts college
tamil nadu,sivaganga,alagappa university,ramasamy tamil college
tamil nadu,sivaganga,alagappa university,seethalakshmi achi college for women
tamil nadu,ramanathapuram,alagappa university,sethupathi govt. arts college
tamil nadu,ramanathapuram,alagappa university,sonai meenal arts and science college
tamil nadu,sivaganga,alagappa university,sree sevugan annamalai college
tamil nadu,sivaganga,alagappa university,sri sarada niketan college for women
tamil nadu,ramanathapuram,alagappa university,syed ammal college of arts and science
tamil nadu,ramanathapuram,alagappa university,syed hameedha arabic college
tamil nadu,ramanathapuram,alagappa university,syed hameetha arts and science college
tamil nadu,ramanathapuram,alagappa university,the thassim beevi abdul kadar college for women
tamil nadu,ramanathapuram,alagappa university,thiagi tharmakkan amirtham college of arts and science 
tamil nadu,sivaganga,alagappa university,vss government arts college
west bengal,maldah,aliah university,batna j.m.o. senior madrasah 
west bengal,murshidabad,aliah university,beldanga d.h. senior madrasah 
west bengal,hugli,aliah university,furfura fatehia senior madrasah 
kerala,malappuram,aligarh muslim university,amu mallapuram centre 
west bengal,murshidabad,aligarh muslim university,amu murshidabad centre 
uttar pradesh,aligarh,aligarh muslim university,women' s college 
kerala,ernakulam,amrita vishwa vidyapeetham,amrita centre for nanomedical sciences
kerala,ernakulam,amrita vishwa vidyapeetham,amrita college of nursing
kerala,kollam,amrita vishwa vidyapeetham,amrita school of arts and sciences
kerala,ernakulam,amrita vishwa vidyapeetham,amrita school of arts and sciences
karnataka,mysore,amrita vishwa vidyapeetham,amrita school of arts and sciences
kerala,kollam,amrita vishwa vidyapeetham,amrita school of ayurveda
kerala,kollam,amrita vishwa vidyapeetham,amrita school of biotechnology
tamil nadu,coimbatore,amrita vishwa vidyapeetham,amrita school of business
kerala,ernakulam,amrita vishwa vidyapeetham,amrita school of dentistry
karnataka,mysore,amrita vishwa vidyapeetham,amrita school of education
kerala,kollam,amrita vishwa vidyapeetham,amrita school of engineering
karnataka,bangalore rural,amrita vishwa vidyapeetham,amrita school of engineering
tamil nadu,coimbatore,amrita vishwa vidyapeetham,amrita school of engineering
kerala,ernakulam,amrita vishwa vidyapeetham,amrita school of medicine
kerala,ernakulam,amrita vishwa vidyapeetham,amrita school of pharmacy
tamil nadu,coimbatore,amrita vishwa vidyapeetham,department of communication
kerala,kollam,amrita vishwa vidyapeetham,department of management
karnataka,bangalore rural,amrita vishwa vidyapeetham,department of management
kerala,ernakulam,amrita vishwa vidyapeetham,department of management
tamil nadu,coimbatore,amrita vishwa vidyapeetham,department of social work
gujarat,anand,anand agricultural university,b.a.college of agricultural 
gujarat,panch mahals,anand agricultural university,college of agricultural engineering & technology
gujarat,anand,anand agricultural university,college of agricultural information technology 
gujarat,anand,anand agricultural university,college of food processing & bio energy 
gujarat,anand,anand agricultural university,college of veterinary science & animal husbandry
gujarat,anand,anand agricultural university,international agri-business management institute 
gujarat,dohad,anand agricultural university,polytechnic in agricultural engineering
gujarat,kheda,anand agricultural university,polytechnic in agriculture
gujarat,anand,anand agricultural university,polytechnic in food science and home economics 
gujarat,vadodara,anand agricultural university,sheth d.m.polytehnic in horticulture
gujarat,anand,anand agricultural university,sheth m.c.college of dairy science
gujarat,anand,anand agricultural university,sheth m.c.polytehnic in agriculture 
andhra pradesh,visakhapatnam,andhra university,abm degree college 
andhra pradesh,visakhapatnam,andhra university,academy of yoga consciousness 
andhra pradesh,visakhapatnam,andhra university,acts degree college 
andhra pradesh,visakhapatnam,andhra university,aditya degree college
andhra pradesh,visakhapatnam,andhra university,aditya degree college
andhra pradesh,vizianagaram,andhra university,aditya degree college
andhra pradesh,visakhapatnam,andhra university,a.g.l.degree college 
andhra pradesh,vizianagaram,andhra university,allam gurumurthy lakshmibai memorial college 
andhra pradesh,visakhapatnam,andhra university,all saints christian law college 
andhra pradesh,visakhapatnam,andhra university,all saints p.g. college 
andhra pradesh,visakhapatnam,andhra university,a.m.a.l. degree college
andhra pradesh,visakhapatnam,andhra university,a.m.g. college of education for women 
andhra pradesh,visakhapatnam,andhra university,anakapalle merchants association konathala subrahmanyam & immidisetty kanaka raju college of technology & management 
andhra pradesh,visakhapatnam,andhra university,anil neerukonda institute of technology & sciences 
andhra pradesh,visakhapatnam,andhra university,a.q.j. centre for p.g. studies 
andhra pradesh,visakhapatnam,andhra university,a.q.j. college of pharmacy 
andhra pradesh,visakhapatnam,andhra university,a.q.j. degree college 
andhra pradesh,visakhapatnam,andhra university,atchuta degree college 
andhra pradesh,visakhapatnam,andhra university,a.u.campus
andhra pradesh,visakhapatnam,andhra university,a.u.campus
andhra pradesh,visakhapatnam,andhra university,a.u.m.s.n.p.g.centre
andhra pradesh,visakhapatnam,andhra university,avanthi degree college
andhra pradesh,visakhapatnam,andhra university,balasu rama rao degree college 
andhra pradesh,east godavari,andhra university,benaiah christian college of education 
andhra pradesh,visakhapatnam,andhra university,berith degree college 
andhra pradesh,west godavari,andhra university,best college of education 
andhra pradesh,vizianagaram,andhra university,bhaskara degree college 
andhra pradesh,vizianagaram,andhra university,bhaskara institute of pharmacy 
andhra pradesh,vizianagaram,andhra university,bhavani college of education 
andhra pradesh,vizianagaram,andhra university,bhavani pg college for mba 
andhra pradesh,visakhapatnam,andhra university,b.r.college of education
andhra pradesh,vizianagaram,andhra university,bsnm college of education 
andhra pradesh,visakhapatnam,andhra university,buddah ramesh babu memorial degree college 
andhra pradesh,visakhapatnam,andhra university,b.v.k.degree college 
andhra pradesh,visakhapatnam,andhra university,catherine college of education 
andhra pradesh,visakhapatnam,andhra university,chaitanya college of education
andhra pradesh,visakhapatnam,andhra university,chaitanya degree college for women 
andhra pradesh,vizianagaram,andhra university,chaitanya degree college
andhra pradesh,visakhapatnam,andhra university,chanakya institute of hotel management and catering technology 
andhra pradesh,vizianagaram,andhra university,chandra kala devi sarda degree college 
andhra pradesh,vizianagaram,andhra university,christ college of education 
andhra pradesh,visakhapatnam,andhra university,college of arts & commerce 
andhra pradesh,visakhapatnam,andhra university,college of engineering
andhra pradesh,visakhapatnam,andhra university,college of engineering for women 
andhra pradesh,visakhapatnam,andhra university,college of pharmaceutical sciences 
andhra pradesh,visakhapatnam,andhra university,college of science & technology 
andhra pradesh,visakhapatnam,andhra university,dadi satyanarayana college of education 
andhra pradesh,visakhapatnam,andhra university,dadi veeru naidu degree college 
andhra pradesh,vizianagaram,andhra university,d.b.k.arts & science degree college 
andhra pradesh,west godavari,andhra university,dnr college pg courses 
andhra pradesh,visakhapatnam,andhra university,dr.b.r.ambedkar college of law 
andhra pradesh,visakhapatnam,andhra university,dr. hima sekhar degree college 
andhra pradesh,visakhapatnam,andhra university,dr. lankapalli bullayya college of engineering for women 
andhra pradesh,visakhapatnam,andhra university,dr. l.b. college 
andhra pradesh,visakhapatnam,andhra university,dr. l.b. college of education 
andhra pradesh,visakhapatnam,andhra university,dr. l.b. college
andhra pradesh,visakhapatnam,andhra university,dr.n.t.r. degree college
andhra pradesh,vizianagaram,andhra university,dr.pvg raja saheb college of education 
andhra pradesh,visakhapatnam,andhra university,dr. v.s. krishna government degree college 
andhra pradesh,vizianagaram,andhra university,dr.y.l.p.degree college of arts & sciences 
andhra pradesh,visakhapatnam,andhra university,d.v.n.kalakshetram
andhra pradesh,visakhapatnam,andhra university,emmanual college of pharmacy 
andhra pradesh,visakhapatnam,andhra university,emmanuel college of education 
andhra pradesh,visakhapatnam,andhra university,emmenual degree college
andhra pradesh,east godavari,andhra university,gandhi centenary college of education 
andhra pradesh,visakhapatnam,andhra university,gandhi degree college 
andhra pradesh,visakhapatnam,andhra university,gandi institute of technology & management 
andhra pradesh,vizianagaram,andhra university,gayatri college of education 
andhra pradesh,vizianagaram,andhra university,gayatri degree college
andhra pradesh,visakhapatnam,andhra university,gayatri degree college
andhra pradesh,vizianagaram,andhra university,gayatri degree college
andhra pradesh,visakhapatnam,andhra university,gayatri degree college
andhra pradesh,vizianagaram,andhra university,gayatri degree college
andhra pradesh,vizianagaram,andhra university,gayatri mahila degree college 
andhra pradesh,visakhapatnam,andhra university,gayatri vidya parishad college for degree & pg courses 
andhra pradesh,east godavari,andhra university,g.b.r. college of education 
andhra pradesh,visakhapatnam,andhra university,geethanjali degree college 
andhra pradesh,visakhapatnam,andhra university,government degree college
andhra pradesh,visakhapatnam,andhra university,government degree college
andhra pradesh,visakhapatnam,andhra university,government degree college
andhra pradesh,vizianagaram,andhra university,govt.degree college
andhra pradesh,visakhapatnam,andhra university,govt.degree college
andhra pradesh,vizianagaram,andhra university,govt.degree college
andhra pradesh,visakhapatnam,andhra university,govt.degree college
andhra pradesh,vizianagaram,andhra university,govt.degree college
andhra pradesh,vizianagaram,andhra university,govt.degree college
andhra pradesh,visakhapatnam,andhra university,govt.degree college
andhra pradesh,visakhapatnam,andhra university,gvp college for pg courses 
andhra pradesh,east godavari,andhra university,hanna college of education 
andhra pradesh,east godavari,andhra university,harvard college of education 
andhra pradesh,visakhapatnam,andhra university,hindustan shipyard degree college 
andhra pradesh,visakhapatnam,andhra university,i.b.m degree college 
andhra pradesh,west godavari,andhra university,indira devi college of education 
andhra pradesh,vizianagaram,andhra university,indira gandhi degree college 
andhra pradesh,vizianagaram,andhra university,i.v.n.raju degree college 
andhra pradesh,vizianagaram,andhra university,janahitha degree college 
andhra pradesh,west godavari,andhra university,j.beera college of education 
andhra pradesh,visakhapatnam,andhra university,jes college of education 
andhra pradesh,visakhapatnam,andhra university,jes degree college for women 
andhra pradesh,visakhapatnam,andhra university,jesus & mary college of education 
andhra pradesh,visakhapatnam,andhra university,joy karthik degree college 
andhra pradesh,visakhapatnam,andhra university,karunya college of education 
andhra pradesh,visakhapatnam,andhra university,konathala arts & science degree college 
andhra pradesh,vizianagaram,andhra university,kpn college of education 
andhra pradesh,visakhapatnam,andhra university,krishna degree college 
andhra pradesh,visakhapatnam,andhra university,l.n.m.naidu degree college 
andhra pradesh,visakhapatnam,andhra university,madhu college of education 
andhra pradesh,vizianagaram,andhra university,maharajahs pg college 
andhra pradesh,vizianagaram,andhra university,maharshi degree college 
andhra pradesh,visakhapatnam,andhra university,mahathi degree college 
andhra pradesh,vizianagaram,andhra university,maheswari college of education 
andhra pradesh,visakhapatnam,andhra university,maxwell institute of science & technology 
andhra pradesh,visakhapatnam,andhra university,meher degree college 
andhra pradesh,east godavari,andhra university,minerva college of education 
andhra pradesh,visakhapatnam,andhra university,mlas degree college 
andhra pradesh,east godavari,andhra university,mohan college of education 
andhra pradesh,west godavari,andhra university,montessori college of education 
andhra pradesh,visakhapatnam,andhra university,mother college of arts & science 
andhra pradesh,visakhapatnam,andhra university,mother college of education 
andhra pradesh,east godavari,andhra university,mothers integral college of education 
andhra pradesh,vizianagaram,andhra university,m.r.college
andhra pradesh,vizianagaram,andhra university,m.r.college for women 
andhra pradesh,vizianagaram,andhra university,m.r.college of education 
andhra pradesh,vizianagaram,andhra university,m.r. college of pharmacy 
andhra pradesh,vizianagaram,andhra university,m.r.govt.sanskrit college 
andhra pradesh,visakhapatnam,andhra university,mrs. a.v.n. degree college 
andhra pradesh,vizianagaram,andhra university,m.r.v.r.g.r. law college 
andhra pradesh,vizianagaram,andhra university,m.s.n.degree college 
andhra pradesh,visakhapatnam,andhra university,msr national degree college 
andhra pradesh,visakhapatnam,andhra university,m.s.r.s. siddhardha degree college 
andhra pradesh,visakhapatnam,andhra university,m.v.r.degree college 
andhra pradesh,visakhapatnam,andhra university,n.b.m. law college 
andhra pradesh,visakhapatnam,andhra university,nes college of information technology 
andhra pradesh,visakhapatnam,andhra university,news degree college 
andhra pradesh,east godavari,andhra university,nmes college of education 
andhra pradesh,visakhapatnam,andhra university,noble institute of science & tech 
andhra pradesh,west godavari,andhra university,nova college of education 
andhra pradesh,visakhapatnam,andhra university,n.v.p. law college 
andhra pradesh,vizianagaram,andhra university,oxford degree college 
andhra pradesh,visakhapatnam,andhra university,p.m.n.degree college 
andhra pradesh,visakhapatnam,andhra university,poorna sai vivekananda degree college 
andhra pradesh,visakhapatnam,andhra university,prabha degree college 
andhra pradesh,east godavari,andhra university,pragathi college of education
andhra pradesh,vizianagaram,andhra university,pragathi degree college
andhra pradesh,vizianagaram,andhra university,pratibha degree college
andhra pradesh,visakhapatnam,andhra university,prema college of education 
andhra pradesh,visakhapatnam,andhra university,presidency degree college 
andhra pradesh,visakhapatnam,andhra university,prime 
andhra pradesh,visakhapatnam,andhra university,prism degree college 
andhra pradesh,vizianagaram,andhra university,prof.g.sundara reddy degree college 
andhra pradesh,east godavari,andhra university,p.s.r. law college 
andhra pradesh,vizianagaram,andhra university,p.s.s.r college of arts & science 
andhra pradesh,vizianagaram,andhra university,punyagiri degree college 
andhra pradesh,vizianagaram,andhra university,purandeswari college of education 
andhra pradesh,visakhapatnam,andhra university,pydah college 
andhra pradesh,visakhapatnam,andhra university,pydah college for women 
andhra pradesh,visakhapatnam,andhra university,pydah college of education 
andhra pradesh,visakhapatnam,andhra university,pydah college 
andhra pradesh,visakhapatnam,andhra university,raghu college of pharmacy 
andhra pradesh,visakhapatnam,andhra university,raghu degree college 
andhra pradesh,visakhapatnam,andhra university,raghu institute of technology 
andhra pradesh,vizianagaram,andhra university,rajah rsrk ranga rao college 
andhra pradesh,vizianagaram,andhra university,rajah r.s.r.k.ranga rao college
andhra pradesh,east godavari,andhra university,rajiv gandhi institute of management & sciences 
andhra pradesh,west godavari,andhra university,ramana institute of technology 
andhra pradesh,vizianagaram,andhra university,rangumudri degree college 
andhra pradesh,visakhapatnam,andhra university,ravindra & rajendra p.g. college 
andhra pradesh,visakhapatnam,andhra university,rishi degree college 
andhra pradesh,vizianagaram,andhra university,r.k.degree college 
andhra pradesh,east godavari,andhra university,sai college of education 
andhra pradesh,visakhapatnam,andhra university,sai kiran degree college 
andhra pradesh,visakhapatnam,andhra university,samata degree college 
andhra pradesh,visakhapatnam,andhra university,samatha degree college 
andhra pradesh,east godavari,andhra university,samd college of education for women 
andhra pradesh,visakhapatnam,andhra university,samyuktha degree college 
andhra pradesh,east godavari,andhra university,sanjeev institute of planning & management 
andhra pradesh,visakhapatnam,andhra university,sanketika vidya parishad engineering college 
andhra pradesh,visakhapatnam,andhra university,santhiniketan degree college 
andhra pradesh,vizianagaram,andhra university,s.a.r. college of education 
andhra pradesh,east godavari,andhra university,sattiraju sesharatnam college of education 
andhra pradesh,vizianagaram,andhra university,satya krishna degree college 
andhra pradesh,vizianagaram,andhra university,satya rama degree college 
andhra pradesh,vizianagaram,andhra university,s.b.g.n.m degree college 
andhra pradesh,east godavari,andhra university,s.b.s.r college of education 
andhra pradesh,west godavari,andhra university,s.d. college of information technology 
andhra pradesh,vizianagaram,andhra university,s.d.s.
andhra pradesh,vizianagaram,andhra university,seeramreddy sanyasinaidu
andhra pradesh,visakhapatnam,andhra university,s.g.a. government degree college
andhra pradesh,east godavari,andhra university,sgs govt
andhra pradesh,visakhapatnam,andhra university,sheela mantula veera suryavatamma degree college 
andhra pradesh,vizianagaram,andhra university,shobha memorial degree college 
andhra pradesh,west godavari,andhra university,shri vishnu college of pharmacy 
andhra pradesh,east godavari,andhra university,siddardha college of education 
andhra pradesh,west godavari,andhra university,sir crr college of education 
andhra pradesh,west godavari,andhra university,sir c.r.r. college of engineerng 
andhra pradesh,west godavari,andhra university,sir c.r.r. college of pharmaceutical sciences 
andhra pradesh,west godavari,andhra university,sir crr college 
andhra pradesh,west godavari,andhra university,sir c.r. reddy college of engg 
andhra pradesh,west godavari,andhra university,sir cr reddy college pg management studies 
andhra pradesh,vizianagaram,andhra university,siriki college of education for women 
andhra pradesh,vizianagaram,andhra university,siriki institute of technology 
andhra pradesh,east godavari,andhra university,s.k.b.r. college of education 
andhra pradesh,east godavari,andhra university,s.k.m. college of education 
andhra pradesh,east godavari,andhra university,skml college of education 
andhra pradesh,west godavari,andhra university,s.k.s.r.m college of education
andhra pradesh,vizianagaram,andhra university,s.l.g.degree college 
andhra pradesh,vizianagaram,andhra university,sobha memorial college of education 
andhra pradesh,visakhapatnam,andhra university,spaces institute of pg studies 
andhra pradesh,west godavari,andhra university,sr college of computer technology 
andhra pradesh,vizianagaram,andhra university,sree chaitanya degree college 
andhra pradesh,visakhapatnam,andhra university,sreepaada degree college 
andhra pradesh,visakhapatnam,andhra university,sri adi narayana mahila kalasala
andhra pradesh,vizianagaram,andhra university,sri ashok college of education 
andhra pradesh,visakhapatnam,andhra university,sri balaji vidya parishad degree college 
andhra pradesh,vizianagaram,andhra university,sri boddu krishna degree college 
andhra pradesh,vizianagaram,andhra university,sri chaitanya college of education 
andhra pradesh,vizianagaram,andhra university,sri gayatri degree college 
andhra pradesh,visakhapatnam,andhra university,sri gowri degree college 
andhra pradesh,vizianagaram,andhra university,sri kolla appala naidu college of education 
andhra pradesh,visakhapatnam,andhra university,sri krishna degree college 
andhra pradesh,visakhapatnam,andhra university,sri manikanta kannababu & konathala degree college 
andhra pradesh,visakhapatnam,andhra university,sri modamamba degree college 
andhra pradesh,visakhapatnam,andhra university,sri murali krishna degree college 
andhra pradesh,east godavari,andhra university,srinivasa college of education 
andhra pradesh,visakhapatnam,andhra university,srinivasa institute of management studies 
andhra pradesh,visakhapatnam,andhra university,srinivasa rao college of pharmacy 
andhra pradesh,west godavari,andhra university,sri raghavendra college of education 
andhra pradesh,west godavari,andhra university,sri raghavendra institute of sciences 
andhra pradesh,vizianagaram,andhra university,sri rama degree college 
andhra pradesh,west godavari,andhra university,sri rama institute of computer technology 
andhra pradesh,west godavari,andhra university,sri rama institute of management studies 
andhra pradesh,east godavari,andhra university,sri sai aditya college of education 
andhra pradesh,east godavari,andhra university,sri sai aditya instt. of pharmaceutical science & research 
andhra pradesh,vizianagaram,andhra university,sri sai college of pharmacy 
andhra pradesh,vizianagaram,andhra university,sri sai degree college
andhra pradesh,vizianagaram,andhra university,sri sai degree college
andhra pradesh,visakhapatnam,andhra university,sri sai degree college
andhra pradesh,visakhapatnam,andhra university,sri sai kulwant degree college 
andhra pradesh,east godavari,andhra university,sri sai madhavi institute of engineering & technology 
andhra pradesh,visakhapatnam,andhra university,sri sai prakash degree college 
andhra pradesh,vizianagaram,andhra university,sri sai ram degree college 
andhra pradesh,vizianagaram,andhra university,sri sai siddhartha degree college 
andhra pradesh,visakhapatnam,andhra university,sri sai srinivasa degree college 
andhra pradesh,vizianagaram,andhra university,sri satya kailas degree college 
andhra pradesh,vizianagaram,andhra university,sri satya sai degree college 
andhra pradesh,east godavari,andhra university,sri satya sai pg college 
andhra pradesh,vizianagaram,andhra university,sri shiridi sai degree college
andhra pradesh,visakhapatnam,andhra university,sri shiridi sai law college 
andhra pradesh,vizianagaram,andhra university,sri shiridi sai srinivasa degree college 
andhra pradesh,visakhapatnam,andhra university,sri shiridi sai srinivasa degree college
andhra pradesh,visakhapatnam,andhra university,sri shiridi sai srinivasa degree college
andhra pradesh,visakhapatnam,andhra university,sri srinivasa vidya parishad 
andhra pradesh,visakhapatnam,andhra university,sri swamy vivekananda college of education 
andhra pradesh,vizianagaram,andhra university,sri tln degree college 
andhra pradesh,vizianagaram,andhra university,sri uma bharathi degree college 
andhra pradesh,west godavari,andhra university,sri vasavi institute of engineering & technology 
andhra pradesh,west godavari,andhra university,sri vasavi institute of engineering & technology
andhra pradesh,west godavari,andhra university,sri vasavi institute of pharmaceutical sciences 
andhra pradesh,visakhapatnam,andhra university,sri vasavi vignana mandali degree college 
andhra pradesh,east godavari,andhra university,sri venkata ramana college of education 
andhra pradesh,vizianagaram,andhra university,sri venkata ramana degree college 
andhra pradesh,vizianagaram,andhra university,sri venkata ramana degree college
andhra pradesh,visakhapatnam,andhra university,sri venkateswara arts & science degree college 
andhra pradesh,srikakulam,andhra university,sri venkateswara college of pharmacy 
andhra pradesh,vizianagaram,andhra university,sri venkateswara degree college
andhra pradesh,vizianagaram,andhra university,sri venkateswara degree college
andhra pradesh,west godavari,andhra university,sri venkateswara pg college 
andhra pradesh,visakhapatnam,andhra university,sri venkateswara vidya parishad degree college 
andhra pradesh,visakhapatnam,andhra university,sri vidya arts & science degree college 
andhra pradesh,visakhapatnam,andhra university,sri vidya degree college 
andhra pradesh,vizianagaram,andhra university,sri vivekananda degree college 
andhra pradesh,visakhapatnam,andhra university,sri vivekananda degree college 
andhra pradesh,west godavari,andhra university,sri y.n. college of education 
andhra pradesh,west godavari,andhra university,s.r.k.r. engineering college 
andhra pradesh,west godavari,andhra university,srkr engineering college 
andhra pradesh,east godavari,andhra university,s.r.n.m. college of education 
andhra pradesh,west godavari,andhra university,sruthi college of education 
andhra pradesh,vizianagaram,andhra university,s.s.s.degree college 
andhra pradesh,visakhapatnam,andhra university,st.ann's college for women 
andhra pradesh,vizianagaram,andhra university,st. anns college of pharmacy 
andhra pradesh,east godavari,andhra university,st. johns college of education 
andhra pradesh,west godavari,andhra university,st. johns college of education
andhra pradesh,visakhapatnam,andhra university,st. josephs autonomous college for women 
andhra pradesh,east godavari,andhra university,st. josephs college of education 
andhra pradesh,visakhapatnam,andhra university,st.marys centenary college of education 
andhra pradesh,east godavari,andhra university,st. marys college for pg courses 
andhra pradesh,vizianagaram,andhra university,st. marys college of education
andhra pradesh,visakhapatnam,andhra university,s.t.naidu degree college 
andhra pradesh,visakhapatnam,andhra university,st. paul college of education 
andhra pradesh,visakhapatnam,andhra university,st.xaviers degree college 
andhra pradesh,visakhapatnam,andhra university,s.v. college of education 
andhra pradesh,visakhapatnam,andhra university,s.v.degree college 
andhra pradesh,vizianagaram,andhra university,s.v.kishore chandradev degree college 
andhra pradesh,visakhapatnam,andhra university,s.v.l.n.s.government degree college
andhra pradesh,vizianagaram,andhra university,s.v.s.r.degree college 
andhra pradesh,visakhapatnam,andhra university,svvp v.m.c mahila vidya peeth degree college for women 
andhra pradesh,visakhapatnam,andhra university,swamy vivekananda degree college 
andhra pradesh,vizianagaram,andhra university,thandra paparaya college 
andhra pradesh,vizianagaram,andhra university,t.p.college of education 
andhra pradesh,visakhapatnam,andhra university,tsr & tbk degree college 
andhra pradesh,visakhapatnam,andhra university,tsr & tbk women's degree college 
andhra pradesh,vizianagaram,andhra university,uday degree college 
andhra pradesh,visakhapatnam,andhra university,ushodaya college of education 
andhra pradesh,visakhapatnam,andhra university,ushodaya degree college 
andhra pradesh,vizianagaram,andhra university,vagdevi degree college 
andhra pradesh,vizianagaram,andhra university,vidwan degree college 
andhra pradesh,visakhapatnam,andhra university,vidyaardhi degree college 
andhra pradesh,visakhapatnam,andhra university,vidyaardhi degree college
andhra pradesh,visakhapatnam,andhra university,vijanan bharathi mahila degree college 
andhra pradesh,visakhapatnam,andhra university,vijnana vihara college of education 
andhra pradesh,visakhapatnam,andhra university,visakha govt. degree college for women 
andhra pradesh,visakhapatnam,andhra university,visakha institute for professional studies 
andhra pradesh,visakhapatnam,andhra university,visakha institute of pharmaceutical sciences 
andhra pradesh,visakhapatnam,andhra university,visakha law college 
andhra pradesh,visakhapatnam,andhra university,vivekananda degree college
andhra pradesh,vizianagaram,andhra university,viveka vardhani bhaskar degree college 
andhra pradesh,east godavari,andhra university,v.s.m. college of engineering 
andhra pradesh,visakhapatnam,andhra university,vvrl kanaka mahalakshmi degree college 
andhra pradesh,east godavari,andhra university,v.v.s. college of education 
andhra pradesh,visakhapatnam,andhra university,yalamarthy college of education 
andhra pradesh,visakhapatnam,andhra university,yalamarthy inst. of sciences 
andhra pradesh,visakhapatnam,andhra university,yalamarty b-pharmacy college 
andhra pradesh,vizianagaram,andhra university,yanamadala kamala college of education 
andhra pradesh,vizianagaram,andhra university,y.k.m.college of education 
tamil nadu,thiruvallur,anna university,aalim muhammed salegh college of engineering 
tamil nadu,chennai,anna university,a.c. college of technology campus 
tamil nadu,kancheepuram,anna university,a c t college of engineering and technology 
tamil nadu,kancheepuram,anna university,adhi college of engineering and technology 
tamil nadu,vellore,anna university,adhiparasakthi college of engineering 
tamil nadu,kancheepuram,anna university,adhiparasakthi engineering college 
tamil nadu,coimbatore,anna university,adithya institute of technology 
tamil nadu,krishnagiri,anna university,adiyaman college of engineering 
tamil nadu,madurai,anna university,agni school of business excellence 
tamil nadu,erode,anna university,aishwarya college of engineering and technology
tamil nadu,coimbatore,anna university,ajk institute of management 
tamil nadu,coimbatore,anna university,akshaya college of engineering and technology 
tamil nadu,coimbatore,anna university,akshaya institute of management studies
tamil nadu,kancheepuram,anna university,aksheyaa college of engineering 
tamil nadu,viluppuram,anna university,a.k.t. memorial college of engineering & technology 
tamil nadu,sivaganga,anna university,alagappa chettiar college of engg &tech
tamil nadu,erode,anna university,al-ameen engineering college 
tamil nadu,thiruvallur,anna university,alpha college of engineering 
tamil nadu,namakkal,anna university,alpha institute of management 
tamil nadu,kancheepuram,anna university,anand institute of higher technology 
tamil nadu,chennai,anna university,anand school of architecture 
tamil nadu,tiruppur,anna university,angel college of engineering and technology 
tamil nadu,thiruvarur,anna university,anjalai ammal mahalingam engineering college 
tamil nadu,thanjavur,anna university,annai college of engineering and technology 
tamil nadu,namakkal,anna university,annai mathammal sheela engineering college 
tamil nadu,chennai,anna university,annai mira college of engineering and technology 
tamil nadu,viluppuram,anna university,annai teresa college of engineering 
tamil nadu,kanniyakumari,anna university,annai vailankanni college of engineering 
tamil nadu,tiruvannamalai,anna university,annamalaiar college of engineering 
tamil nadu,salem,anna university,annapoorana engineering college 
tamil nadu,dindigul,anna university,anna university of technology madurai
tamil nadu,madurai,anna university,anna university of technology madurai
tamil nadu,ramanathapuram,anna university,anna university of technology madurai
tamil nadu,ariyalur,anna university,anna university of technology
tamil nadu,cuddalore,anna university,anna university of technology tiruchirappalli - panruti campus 
tamil nadu,thanjavur,anna university,anna university of technology tiruchirappalli - pattukkottai campus 
tamil nadu,nagapattinam,anna university,anna university of technology tiruchirappalli - tirukkuvalai campus 
tamil nadu,kancheepuram,anna university,apollo engineering college 
tamil nadu,kancheepuram,anna university,apollo priyadarshanam institute of technology 
tamil nadu,thanjavur,anna university,arasu engineering college 
tamil nadu,viluppuram,anna university,a r engineering college 
tamil nadu,kancheepuram,anna university,arignar anna institute of science and technology 
tamil nadu,thiruvarur,anna university,a.r.j. college of engineering and technology 
tamil nadu,thiruvarur,anna university,a.r.j. institute of management studies 
tamil nadu,kancheepuram,anna university,a r m college of engineering and technology 
tamil nadu,madurai,anna university,ar school of business 
tamil nadu,tirunelveli,anna university,arul college of technology 
tamil nadu,tiruvannamalai,anna university,arulmigu meenakshi amman college of engineering 
tamil nadu,coimbatore,anna university,arulmuruga technical campus 
tamil nadu,kanniyakumari,anna university,arunachala college of engineering for women 
tamil nadu,tiruvannamalai,anna university,arunai engineering college 
tamil nadu,kancheepuram,anna university,asan memorial college of engineering and technology 
tamil nadu,coimbatore,anna university,asl pauls college of engineering and technology 
tamil nadu,thanjavur,anna university,as-salam college of engineering and technology 
tamil nadu,nagapattinam,anna university,a.v.c. college of engineering 
tamil nadu,salem,anna university,avs engineering college 
tamil nadu,kancheepuram,anna university,balaji institute of engineering and technology 
tamil nadu,kancheepuram,anna university,balamani arunachalam educational & charitable trusts group of institution 
tamil nadu,erode,anna university,bannari amman institute of technology 
tamil nadu,erode,anna university,bannari amman institute of technology - mca programme 
tamil nadu,thiruvallur,anna university,bhajarang engineering college 
tamil nadu,vellore,anna university,bharathidasan engineering college 
tamil nadu,salem,anna university,bharathiyar institute of engineering for women 
tamil nadu,theni,anna university,bharath niketan engineering college
tamil nadu,thiruvallur,anna university,b k r college of engineering and technology 
tamil nadu,namakkal,anna university,brahma school of business
tamil nadu,vellore,anna university,c. abdul hakeem college of engineering and technology 
tamil nadu,tirunelveli,anna university,cape institute of technology 
